Normalized text	Document Number	Alternate Numbering	UUID	Person ID	QUOTE_TRANSCRIPTION	Supplemental naming	COMMENTS	LAT	LNG	TAGS	Unhandled Tags 2	Named by	Scribe	Principal	Witness	Dead	Gender
Ralph de Knulle	HCM 2871		d1aad6b8-d978-4cf3-a38b-8fca4cdb9694	d1aad6b8-d978-4cf3-a38b-8fca4cdb9694	Ralph de Knulle,					Witness					Witness		M
Richard de Hamenasche	HCM 2871		6fdfe8a8-232d-4747-a8d6-df0571ea9625	d3511353-0cac-4ec6-a24c-3546a95e98a2	sub-dean of Hereford	subdean of Hereford	Richard Hamenesche, per HCM 2870			Principal|Clerical|Office|Adjudicator	Clerical|Adjudicant	Office		Principal			M
John de Aqua Blanca	HCM 2871		21998f22-66b3-40ab-9250-fea47f9b4017	e4da2937-dc23-4b2e-b432-4316fb4b3171	John de Aqua Blanca, dean of the church of Hereford, as domestic chaplain to William, cardinal-priest of St. Pudentiana's (sancte potenciane)	dean of the church of Hereford, as domestic chaplain to William, cardinal-priest of St. Pudentiana's (sancte potenciane)				Principal|Clerical|Agent	Clerical|Agent			Principal			M
William cardinal-priest of St Pudentiana's	HCM 2871		f6a2dde4-847a-48da-a0d9-752662478a16	f6a2dde4-847a-48da-a0d9-752662478a16	William, cardinal-priest of St. Pudentiana's (sancte potenciane)	cardinal-priest of St Pudentiana's				Clerical	Clerical						M
Nicholas de Reygate	HCM 2872	RBLR 1101, HCM 2872	93cfca8c-f142-4d24-acad-d360c02e8296	50c37fd9-0375-458a-b29d-4d54bbfcd39b	Nicholas de Reygate, late treasurer in the church of St. Ethelbert of Hereford	late treasurer in the church of St. Ethelbert of Hereford				Dead|Clerical	Clerical					Dead	M
Gilbert Ó Tigernaig bishop of Annaghdown	HCM 2872	RBLR 1101, HCM 2872	89a689ca-282c-4fd9-97be-ed54458f3308	61709f9c-84c1-422e-aa08-a2af912b7909	Gilbert, bishop of Annaghdown (Enachdunensis)	bishop of Annaghdown (Enachdunensis)	Bp of Annaghdown 1306-1323			Principal|Clerical	Clerical			Principal			M
Roger de Bruneshope	HCM 2873	RBLR 1103, HCM 2873	947f50f8-e977-42c1-9b2c-f923e9e7084e	00ab2983-ed64-4499-ad1c-ba5228890521	Roger de Brunsope		father John son of R de Brunshope of Hereford			Patronymic	Patronymic						M
John de la Pounde	HCM 2873	RBLR 1103, HCM 2873	0d816586-5d84-4461-8adb-29d9d3f6ad0c	01ad425b-f560-4b05-952e-b91ee25cd430	John de la Pounde		"listed among ""others mentioned"" in doc|unclear in what capacity"										
William Godknave I	HCM 2873	RBLR 1103, HCM 2873	b73e6ef1-c26d-4378-a723-b7aafb2d9345	2ac2c7cc-3520-4513-8621-35dabf608dd6	William Godknave		"listed among ""others mentioned"" in doc|unclear in what capacity"										
John Lyghtfot	HCM 2873	RBLR 1103, HCM 2873	efed1269-f234-4e16-9a82-34fbae8f0a76	3a67e78b-ec43-4730-b479-3431c316781b	John Lightfot					Witness					Witness		M
Nicholas de Reygate	HCM 2873	RBLR 1103, HCM 2873	a7a79784-2c0c-41aa-9c25-25c4423f5655	50c37fd9-0375-458a-b29d-4d54bbfcd39b	Nicholas de Reygate, late treasurer of the church of Hereford.	late treasurer of the church of Hereford.				Dead|Clerical	Clerical					Dead	M
John de Braunford	HCM 2873	RBLR 1103, HCM 2873	13cabc59-d5bd-4679-8f97-cafb77192536	5cbaa6d7-acfc-41af-a0ea-dcdee75d7976	John de Braunfort		cf John de Bruneshope son of Roger de Bruneshope son of Richard Braumford?			Witness					Witness		M
Robert de Somersete	HCM 2873	RBLR 1103, HCM 2873	c33e002c-74db-45cb-be99-191bbef0abf8	6511cf39-725a-43ae-9392-2780870d4191	Robert de Somersete					Witness|Scribe			Scribe		Witness		M
Everard le Clerk of Bristol	HCM 2873	RBLR 1103, HCM 2873	5dff21bf-2122-4a14-bc73-cc19a66b0cba	67a7f0a1-72d9-471a-b147-03f9b4059e2c	Everard son of John le Clerk' of Bristoll';	son of John le Clerk				Principal		Parent		Principal			M
Roger de Breynton	HCM 2873	RBLR 1103, HCM 2873	8f7f4916-c827-4a18-951e-ec115da3cceb	724d1018-4ff9-463e-a762-59080c540d53	Roger de Ereyntonia, executor of the will of dominus Nicholas de Reygate, late treasurer of the church of Hereford	executor of the will of dominus Nicholas de Reygate, late treasurer of the church of Hereford				Principal|Clerical|Agent	Clerical|Agent			Principal			M
Roger le Taillur	HCM 2873	RBLR 1103, HCM 2873	059ffaee-4095-426b-a79e-1a1d9dbb1041	72974823-0224-40a8-a916-864dcad75ee7	Roger Le Taillur, then bailiff of the dean and chapter of Hereford,	then bailiff of the dean and chapter of Hereford				Witness|Agent	Agent				Witness		M
Gilbert Blod	HCM 2873	RBLR 1103, HCM 2873	ded75bc0-e108-4a78-9702-dd87b83228b9	9e04e3d4-7b75-4490-b8da-af95b77d4059	Gilbert Blod,					Witness					Witness		M
William de Welington	HCM 2873	RBLR 1103, HCM 2873	e5968053-0cf2-44ab-bec5-90a92586bb5e	acf09ec2-b413-4f72-8153-fb8688ee8077	William de Welynton’,					Witness					Witness		M
William le Coruiser I	HCM 2873	RBLR 1103, HCM 2873	36a3c2d5-5cce-4dd7-a87c-54f328e402d6	bf95ec83-8308-4464-893b-acf9ca5c9055	William le Comsere					Witness					Witness		M
dean and chapter of Hereford	HCM 2873	RBLR 1103, HCM 2873	8385e278-2e72-4f27-96bb-27fbd1805a72	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of Hereford	dean and chapter of Hereford				Collective		Collective					M
John de Bruneshope	HCM 2873	RBLR 1103, HCM 2873	e548e36e-9357-4ee5-80d1-b9be158554ff	eab48173-f8ba-4251-9f2a-a70a643204d1	John son of Roger de Brunsope of Hereford	John son of Roger de Bruneshope of Hereford				Lease-Holder		Parent					M
John le Clerk of Bristol	HCM 2873	RBLR 1103, HCM 2873	f0fdd184-4b1d-43bc-9875-fa5849b542fb	f0fdd184-4b1d-43bc-9875-fa5849b542fb	John le Clerk'		father to Everard son of John le Clerk of Bristoll			Patronymic|Clerical	Clerical|Patronymic						M
Thomas de la Barre	HCM 2874		3d1c120b-45f4-4105-a7e2-d09a594d6599	02e5a46a-3416-47b1-8e3f-c9866ed27105	Thomas de la Barre	citizen				Witness					Witness		M
Hugh Trone	HCM 2874		5e7c7663-870c-45f2-b413-aca00cdbde7d	030ba6e3-dae3-4c41-9902-faa294849d75	Hugh Trone	citizen				Witness					Witness		M
Richard Thurgrym	HCM 2874		c4c55bed-5bff-4e6c-8301-6475d3ec116c	1ce8efd0-c4f3-4377-ba68-ce10b4981461	Richard Thurgrim, citizens	citizens				Witness					Witness		M
Robert de Gloucester	HCM 2874		9fbd7402-39e0-42a5-85fa-68b3656c4bf7	23d0887b-808d-44b3-a354-68dcdbacc1e3	Robert de Gloucestr', chancellor of the church of St. Ethelbert of Hereford	chancellor of the church of St. Ethelbert of Hereford	(magister)			Principal|Clerical	Clerical			Principal			M
Arnold le Glover	HCM 2874		676332c1-6322-4dec-afb4-fc337d62fa87	676332c1-6322-4dec-afb4-fc337d62fa87	Arnald le Clover'	citizen				Witness					Witness		M
Adam Scheld de Wyghtfeld	HCM 2874		7f28a94d-1c10-4656-a385-3fe75b3c2d62	7dbac413-5e24-432f-b4e8-ecb8fd988a3e	Adam Scheld’ of Wythfeld';		houses, Behindthewall St, Hereford			Principal				Principal			M
Gilbert Blod	HCM 2874		7d6bbb58-cde6-4d14-9a29-864ee5ec4b82	9e04e3d4-7b75-4490-b8da-af95b77d4059	Gilbert Blod',	citizen				Witness					Witness		M
John de la Barewe	HCM 2874		88d94049-7ed9-41e6-a716-a9ca67917355	9f198569-1a34-4d35-835d-0b7dea068a59	John de Barwe	citizen				Witness					Witness		M
John Pride	HCM 2874		d8a76957-5236-47fe-9d7f-6df757614278	da15bb75-5b12-489c-8c1f-bf64f77d6927	John Pryde	citizen				Witness					Witness		M
John de Maddeleye	HCM 2874		e6d79837-b0e8-4d8f-8350-949e5d10d290	e6d79837-b0e8-4d8f-8350-949e5d10d290	John de Maddeley	citizen				Witness					Witness		M
William Valet	HCM 2875		4497033a-77df-4957-a77c-d6347ba715e9	6c1b8ad5-6c9c-4c18-8200-be3c049fc59b	William Vallet, subtreasurer	subtreasurer				Principal|Clerical	Clerical			Principal			M
dean and chapter of Hereford	HCM 2875			c5a27237-f2d1-40ec-976a-f21d8fbb4ff2								Collective		Principal			
John de Aqua Blanca	HCM 2875		eaa23357-a3c3-4380-a8c0-e3c5d3c1c64c	e4da2937-dc23-4b2e-b432-4316fb4b3171	J[ohn], dean, and the chapter of the church of St. Ethelbert of Hereford	dean of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
Hugh Trone	HCM 2876		8549c91e-a749-4d79-9400-0f69a976ee00	030ba6e3-dae3-4c41-9902-faa294849d75	Hugh Troue					Witness					Witness		M
Hugh de Breose penitentiary	HCM 2876		49702644-ea51-4075-b7ac-5cea5bdf3f4d	28849aba-e404-4c8f-a852-bb12f8ecc98b	Hugh de Browse, penitentiary of the church of Hereford	penitentiary of the church of Hereford				Principal|Clerical	Clerical			Principal			M
Ralph le Baron of Wydemarsmore	HCM 2876		c48df238-6429-46b2-87b1-f1d7b92f7432	5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74	Ralph le Baron of Wydemarsmore					Principal				Principal			M
John Thrum de Mora Canonicorum	HCM 2876		de6eaf8b-9584-49a2-8fdf-d316f1d6c07a	5c261ff1-eeb7-4ec8-9ba5-f78cbc3461cf	John Thrum,					Witness					Witness		M
Walter le Brut of Pychenecoumbe	HCM 2876		efd869a6-77dd-4be3-b319-d6cca8870efb	7e2f9f2c-4bcd-4fe0-a3bc-1d49807cf7e2	Walter le Brut					Witness					Witness		M
Walter Rogers	HCM 2876		b8013f78-324d-4096-aef3-b42df1637043	b8013f78-324d-4096-aef3-b42df1637043	Walter Roggers		entity overlaps with HCM 1881			Witness					Witness		M
Thomas Thebaud	HCM 2876		04b91acf-7280-47d4-b19b-c96ee54048bf; 1f07cf89-dbcf-41d3-af31-0aa5a693cdec	c7087d8b-f1e5-4664-896f-df122f179472	Thomas Thoubaud; Thomas Theubaud,					Neighbor	Neighbor				Witness		M
John Pride	HCM 2876		7a9c74da-a565-49ba-80d9-c8cc039c8118; 78dc6c99-a344-4646-8f6e-9fff045054ea	da15bb75-5b12-489c-8c1f-bf64f77d6927	John Pride.; John Pride					Neighbor	Neighbor				Witness		M
John de Cattefeld	HCM 2876		f053b26c-35f1-43ad-acd7-a1be629b2bf6	ef6a222f-fe3a-43d1-a4db-df789a2e6f3c	John de Catfeld, clerk	clerk				Witness|Clerical|Scribe	Clerical		Scribe		Witness		M
subdean of Hereford	HCM 2877		40f963c6-73b4-4c9a-ba1d-d3389516c3e7	40f963c6-73b4-4c9a-ba1d-d3389516c3e7	sub-dean of Hereford	subdean of Hereford				Principal|Adjudicator|Clerical	Clerical|Adjudicant			Principal			M
Hugh de Monyton	HCM 2877		bd4068aa-657c-4ba6-9226-f1c3024f084c	7fa6d101-5d15-4c34-93e3-9df63e5bea69	Hugh de Monyton', another citizen of Hereford	another citizen of Hereford				Principal				Principal			M
Thomas de Aylineston	HCM 2877		d6dc7ce3-18f0-4d60-823a-991c0ad69320	848f49d3-2a7f-42f8-9b83-bda7806de0a4	Thomas de Ayleston', citizen of Hereford	citizen of Hereford				Principal				Principal			M
subtreasurer of Hereford	HCM 2878		46301078-bd21-4334-82ef-8892dbb76ec6	46301078-bd21-4334-82ef-8892dbb76ec6	office of sub-treasurer,	subtreasurer of Hereford				Office|Clerical	Clerical	Office					M
William Valet	HCM 2878		359fa0ca-0cc5-41e5-a74d-5814b503ffd4	6c1b8ad5-6c9c-4c18-8200-be3c049fc59b	Willion Vallet, vicar in the church of Hereford,	vicar in the church of Hereford	subtreasurer (released from the office of, henceforward)			Principal|Agent|Clerical	Clerical|Agent			Principal			M
John de Kemeseye	HCM 2878		3aa1e10d-9065-424e-856b-8cfc87d00bd2	d32f70d1-07b8-41da-a100-1967fff70c02	John de Kemes', treasurer of Hereford,	treasurer of Hereford				Principal|Clerical	Clerical			Principal			M
John de Brugge	HCM 2879		06808dde-4c85-43cf-99af-13f13b67ee96	06808dde-4c85-43cf-99af-13f13b67ee96	John de Brugge					Witness					Witness		M
Roger de Seuenak magister	HCM 2879		2d2a40da-13a6-4255-90e1-5d0c6791d60f	3019bd14-950a-42e8-acd4-f77153a37e57	Roger de Sevenak', formerly canon of Hereford	formerly canon of Hereford				Lease-Holder|Clerical	Clerical						M
Roger de Seuenak	HCM 2879		66b3af47-70bf-48c6-aa82-4e2cd131ba92	66b3af47-70bf-48c6-aa82-4e2cd131ba92	Roger de Sevenak', the grantor's brother.	brother of John de Seuenak	brother to John de Sevenak'|not the same Roger de Sevenak as the (now dead) canon			Lease-Holder							M
John Thoky de Breynton	HCM 2879		5c3c37d5-1336-462c-86c0-ed72c8bdc86a	7e72492a-7df0-4132-9f99-11f820f0874a	John Toky	de Breynton	(connex to abbot of GLoucester?)|John Toky of Breynton on p602|John Toky monk of Gloucester on p.667|p. 770 is the John Toky of Breynton who enfeoffs Sevenak etc again			Lease-Holder							M
Hugh le Shipward	HCM 2879		258a64c2-e212-43ff-bbad-1a6ae4a8d5d1	91e93f81-6053-43a3-bf49-ea605cdc7f2b	Hugh le Schypward,					Witness					Witness		M
John de Seuenak	HCM 2879		bf163b84-43a6-439f-b050-3c6304f52b32	b5581852-7506-4bcf-9029-1609cc0a4015	John de Sevenak';					Principal				Principal			M
William de Bysspewalle	HCM 2879		b8641810-e8df-4b97-83e3-d2e988f0c7a7	b8641810-e8df-4b97-83e3-d2e988f0c7a7	William de Byspewalle		cf Bissopeswelle, p. 334-35			Witness					Witness		M
Adam Whyty I	HCM 2879		c1a9dc37-cbb5-465d-b575-4728ad6103ac	be51bb0e-7e61-4323-ac06-e42e77bc69d8	Adam Hwyty,					Witness					Witness		M
William de Stretton	HCM 2879		219416b6-a1a8-497e-8cd3-3ed17da0670f	cd676fcd-6dcc-42ac-b158-0f9a601a072f	William de Stretton',					Witness					Witness		M
John de Kemeseye	HCM 2879		ef90f2c6-f007-4fa1-9a1c-13e8e1c3033e	d32f70d1-07b8-41da-a100-1967fff70c02	John de Kemeseye, treasurer in the church of St. Ethelbert of Hereford	treasurer in the church of St. Ethelbert of Hereford				Principal|Clerical	Clerical			Principal			M
Gilbert Ives	HCM 2879		d46a4531-68f9-4a8f-adc1-035f9da15332	d46a4531-68f9-4a8f-adc1-035f9da15332	Gilbert Ives					Witness					Witness		M
Henry de Underdoune	HCM 2879		5ffe1941-1b63-4925-aa55-a1632644f770	e792ded2-14cf-4c6c-a037-195566867bc5	Henry de Underwode					Witness|Scribe			Scribe		Witness		M
dean and chapter of Hereford	HCM 2880		f77dc27c-76be-461d-9ae5-79617727cc8b	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter of the church of Hereford	dean and chapter of Hereford				Principal|Clerical|Collective	Clerical	Collective		Principal			M
John de Kemeseye	HCM 2880		6cfa6fa4-81af-4924-ba6f-91448b846865	d32f70d1-07b8-41da-a100-1967fff70c02	John de Kemeseye, late treasurer and prebendary of Berton’	late treasurer and prebendary of Berton’				Dead|Clerical	Clerical					Dead	M
King Edward II	HCM 2880		2aa89cee-4bfc-450d-b5c4-b5643d32d494	d4581268-48f2-45c8-8655-11affadc8472	ROYAL					Office		Office					M
Thomas de Penebrugge	HCM 2880		c2a9d667-133f-4b54-9a4c-e988eaed5a99	e9ac0f2d-11f4-4243-920e-96296e6b8483	Thomas de Penebrugg'		treasurer|prebent of Berton' in HC			Principal|Clerical	Clerical			Principal			M
Adam de la Brugge	HCM 2881		1281a89c-49e5-469b-b5c5-411b6b36d893	1281a89c-49e5-469b-b5c5-411b6b36d893	Adam de la Brugge,					Witness					Witness		M
Hugh de Breose penitentiary	HCM 2881		2fcff3da-8035-4ea9-850b-dae9193a15e2	28849aba-e404-4c8f-a852-bb12f8ecc98b	Hugh de Breh....., penitentiary of Hereford	penitentiary of Hereford	Breosa or Brehosa			Principal|Clerical	Clerical			Principal			M
Ralph le Baron of Wydemarsmore	HCM 2881		7b958e37-62fb-4c5b-9107-9b7f12dd09a1; a6640122-6266-438b-8f90-4c86cd35e532	5bc41dfe-1c0a-47e4-80ae-f8fbb141fb74	Ralph le Barun; Ralph Barun					Neighbor	Neighbor		Scribe		Witness		M
John Thrum de Mora Canonicorum	HCM 2881		9a6279e6-fb42-4777-90d0-f17e86dcfc25; a6db3fb3-f452-4763-8159-ceeb510069b1	5c261ff1-eeb7-4ec8-9ba5-f78cbc3461cf	John Thrum; Jo um,		de Mora canonicorum; John Thrum			Neighbor	Neighbor				Witness		M
William in le Woch of Widemarshmore	HCM 2881		345e32ce-7b69-4c11-8c60-7c22bdd39dd0	7af5f0bd-2a6b-4a7f-98d6-aa13f0e7f838	William le woch' of Wydemersmore					Principal				Principal			M
John le Noreys	HCM 2881		045aa414-03c4-40f5-8037-1e6745f81915	ac8f7e0b-bb8b-4441-bf12-844685ca74e8	John Noremon	aka Noremon				Witness					Witness		M
Walter Rogers	HCM 2881		244e9e26-b124-4bb3-9131-dcf6b26dbc39	b8013f78-324d-4096-aef3-b42df1637043	Walter Rog[...]		Walter Rog... [ellipsis]; land in Garlecroft, vicinity of Mora Canonicorum			Witness					Witness		M
John Vint	HCM 2881		bcf6101e-36c1-4b15-b8f3-0f8a760671e9	bcf6101e-36c1-4b15-b8f3-0f8a760671e9	John t,					Witness					Witness		M
dean and chapter of Hereford	HCM 2881		67772a7b-cd34-4056-808d-76503a387ac4	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	dean and chapter	dean and chapter of Hereford				Neighbor|Clerical|Collective	Clerical|Neighbor	Collective					M
John Pride	HCM 2881		8de8ab3f-8a20-43a6-8c0a-e7f91c8480f7	da15bb75-5b12-489c-8c1f-bf64f77d6927	John Pryde					Neighbor	Neighbor						M
Robert de Penres	HCM 2882		8278ef0c-885d-478f-a546-a3bcbe61659d	0065ea2d-0147-4175-9e3c-e429dac0a8a7	Robert de Penres, knight	knight	husband to Bourga|brother to Richard, and possibly also John, Alice, and Sybil			Principal				Principal			M
John de Penres	HCM 2882		2a2de618-49cc-4b1d-ab50-32543ec40373	2a2de618-49cc-4b1d-ab50-32543ec40373	John, brother of the said Richard	brother of Richard de Penres	brother to John, who is brother to Robert de Penres, knight|also, to Alice, and possibly Sybil			Principal				Principal			M
Sybil sister of Alice Penres	HCM 2882		2da9f371-005b-4465-bc13-5de20a65f918	2da9f371-005b-4465-bc13-5de20a65f918	Sybil,  sister of the said Alice	sister of the said Alice	sister to Alice, who is sister to John, who is sister to Richard, who is brother to Robert de Penres, knight|are these all by same parents or not or what?			Principal|Woman				Principal			W
Alice sister of John Penres	HCM 2882		5e82e337-b517-4d8e-978e-ef440ffe99a6	5e82e337-b517-4d8e-978e-ef440ffe99a6	Alice, sister of the said John	sister of the said John	sister to John, who is brother to Richard, who is brother to Robert de Penres, Knight|sister also to Sybil			Principal|Woman				Principal			W
Richard de Penres	HCM 2882		6b706580-d43a-4021-80fb-890d498cea0d	6b706580-d43a-4021-80fb-890d498cea0d	Richard, brother of the grantee	brother of Robert de Penres	brother to Robert de Penres, Knight|also, to John, and possibly Alice and Sybil			Principal				Principal			M
Robert Moxel	HCM 2882		872b0def-07e9-4e8c-842b-c61a2606bf33	872b0def-07e9-4e8c-842b-c61a2606bf33	Robert Moxel					Witness					Witness		M
John Scorlag'	HCM 2882		8ad25503-9c69-4625-8dde-e7a7518cd595	8ad25503-9c69-4625-8dde-e7a7518cd595	John Scorlag',					Witness					Witness		M
William de Lamar de Langettyth	HCM 2882		a0c9e18c-1339-4c38-ad9e-e196f217d19d	a0c9e18c-1339-4c38-ad9e-e196f217d19d	William de Lamar' de Langettyth					Witness					Witness		M
David de la Bere	HCM 2882		268a8211-aeb5-4e90-9ad4-af065ea1ca5d	ba53e676-c5e6-4195-a530-b7e66ee6f631	David de La bere, knight,	knight				Witness					Witness		M
John de Langeton	HCM 2882		0c11173b-1833-4fc0-b0d3-9743e6663765	d64fe12f-ad16-4440-a5c8-476b0093c102	JO 6 Langeton'		John de Langeton'			Witness					Witness		M
Robert de Penebrugge	HCM 2882		46e31b28-778a-43c1-a540-6c4ad74dde84	e1869018-4571-4c15-a9ed-481c68a13ac5	Robert de ee		Robert de Pennebrugge'			Witness					Witness		M
Hourga wife of Robert de Penres	HCM 2882		e280255b-d822-4293-b7be-238f98b18e8b	e280255b-d822-4293-b7be-238f98b18e8b	Hourga, his wife	his wife	wife to Robert de Penres, knight|Bourga			Principal|Woman				Principal			W
Thomas de Penebrugge	HCM 2882		4eb4dc9f-8520-4c52-991b-bddc1e441a71	e9ac0f2d-11f4-4243-920e-96296e6b8483	Thomas de Fenebrygze, treasurer of Hereford	treasurer of Hereford	Pennebrugg'			Principal|Clerical	Clerical			Principal			M
Adam de Barewe	HCM 2882		c2833009-3e75-46fe-91fe-7aabf68a6e6d	f08b9c36-dd35-4274-9889-d2d72d8980e5	Adam de La bere					Witness|Scribe			Scribe		Witness		M
Aymer de Aqua Blanca	HCM 2883		6da560b1-137e-4681-9ea2-fa57c9af999c	10b84d2f-2feb-4f74-9c23-8d2fdd9fb02c	Aymonis, precentoris quon- dam in ecclesia Herefordensi,	precentoris quon- dam in ecclesia Herefordensi,	formerly precentor at Hereford Cathedral			Dead|Clerical	Clerical					Dead	M
paupers of Bollinghope	HCM 2883		1e4e158f-290d-4ab9-9b8c-006bb5f68e17	1e4e158f-290d-4ab9-9b8c-006bb5f68e17	pauperibus tenentibus meis de Bollinghope		paupers among my tenants in Bollinghope			Collective		Collective					M
Adam de Colewalle	HCM 2883		6e6ade4e-5f24-43aa-bda6-d678733b486e	30493b67-1320-47a3-8ba7-1368503ec656	Ade de Colewalle, scutifero nostro	esquire	will of John de Aqua Blanca			Principal|Agent	Agent			Principal			M
Margerie de Conflens	HCM 2883		3e8d1c8e-657c-4edf-8fc9-6f5fd44b1769	3e8d1c8e-657c-4edf-8fc9-6f5fd44b1769	Margerie de Conflens, moniali ibidem	moniali ibidem	Nun of Avenebury			Principal|Woman|Clerical	Clerical			Principal			W
prior and convent of Wormesleye	HCM 2883		7cb169da-cb39-4f86-bfa1-96ee616fe894; a875a23b-91fe-4740-9756-3fde92f0a67e	4cfe12ec-6646-4435-92a2-9953ab13023e	canonicos de Wormesleye; priori et conventui de Wormesleye	prior and convent of Wormesleye	Canons of Wormesleye Priory; prior & convent of Wormesley			Principal|Clerical|Collective	Clerical	Collective		Principal			M
Hugh the Cook son of Nicholas	HCM 2883		52321dd0-7f8c-40e3-912c-95c678a5e581	52321dd0-7f8c-40e3-912c-95c678a5e581	Hugoni filio Nicholai, coci	coci	or, is Hugh the cook?			Principal|Agent	Agent			Principal			M
anachorite of St Egidius	HCM 2883		58772259-7369-4725-9ef5-1aee4b8937c7	58772259-7369-4725-9ef5-1aee4b8937c7	anachorite sancti Egidii	anachorite of St Egidius	Anchorite at St Egidi (?)			Principal|Clerical|Office	Clerical	Office		Principal			M
Thomas de Cantilupe	HCM 2883		5c5bdf8b-2be8-4663-b342-ec2a121ce534	8bfd4183-ae75-45a5-a469-ed6276915d4b	Thome de Cantilupo, quon- dam episcopi Herefordensis	quon- dam episcopi Herefordensis	Thomas Cantilupe, formerly bp of H			Dead|Clerical	Clerical					Dead	M
John Gorewy	HCM 2883		8e4f21e3-c353-4d2a-85af-3b46040c94e1	8e4f21e3-c353-4d2a-85af-3b46040c94e1	Johannem Gorewy, rectorem ecclesie sancti Dubricii	rectorem ecclesie sancti Dubricii	executor for John Aquablanca?			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Richard de Vernoun	HCM 2883		3f9fcefa-a507-40c2-b145-04b6035b1247	921d4563-9018-48c7-bf9d-fd9726ba675b	Ricardum de Vernon, canonicum Here- fordensem	canonicum Here- fordensem	executor for John Aquablanca?			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Emericus chaplain	HCM 2883		927aac69-c79d-44b3-8785-c5ce3738e9bc	927aac69-c79d-44b3-8785-c5ce3738e9bc	Emerici, cancellarii	chaplain				Dead|Clerical	Clerical					Dead	M
Galfrido the Cook	HCM 2883		93fa0316-7576-4db6-8189-a479e2204226	93fa0316-7576-4db6-8189-a479e2204226	Galfrido, coco	cook				Principal|Agent	Agent			Principal			M
paupers of Ledbury	HCM 2883		9cdf12fa-01d7-4ec4-af5a-ee082f9eee43	9cdf12fa-01d7-4ec4-af5a-ee082f9eee43	pauperibus hominibus parochianis ecclesie de Ledebury		paupers in the parish of LEdbury			Collective		Collective					M
John the Groom	HCM 2883		9ee0bf40-ee72-4a8e-9237-12594b78b18a	9ee0bf40-ee72-4a8e-9237-12594b78b18a	Johanni Groym		servant of John Aquablanca			Principal|Agent	Agent			Principal			M
John de la Barewe	HCM 2883		67939073-69bd-425b-90d8-b2e4f66d1030	9f198569-1a34-4d35-835d-0b7dea068a59	Johannem de Barewe		executor for John Aquablanca?			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Peter de Aqua Blanca	HCM 2883		d86358fc-10ae-4bcf-a556-50c2997e2d40	a29ee05c-916b-4026-b641-16e70c5de9ca	Petri, avunculi mei, quondam episcopi Herefordensis	Peter de Aqua Blanca	Peter de Aquablanca, uncle to deceased (John A, Dean of H), sometime Bp of Hereford			Dead|Clerical	Clerical					Dead	M
Roger de Ledebury	HCM 2883		0c8f647d-575e-42fe-a8f0-dbd6190b57bb	a6a8faea-5d4c-4156-8f7c-6eaa5037471c	Rogero de Ledebury					Principal				Principal			M
William le Chamberlain de Masingtone	HCM 2883		53fbf7f8-460d-45f8-8444-d89ba6b8d3c6	b1d6bc90-f422-4ae4-8aec-25f5cb6aa18d	Willelmo, camerario	camerario	chamberlain|will of John Aqua Blanca			Principal|Agent	Agent			Principal			M
lepers of Eign	HCM 2883		29f9c274-418f-430c-b3e8-6a89c99140c7	bf8f1409-2fdc-4b08-8ecc-32ef1ad8efa9	leprosis ultra Waiam et versus Yezeyne		lepers (house?) between the Weye and Eigne?			Collective|Clerical|Principal	Clerical	Collective		Principal			M
paupers of St John's Hospital Hereford	HCM 2883		c0af46fa-89b5-4875-b86c-c64b470857eb	c0af46fa-89b5-4875-b86c-c64b470857eb	pauperibus jacentibus in hospitali sancti Johannis, Herefordie	Herefordie	paupers in hospital of St John, Hereford			Collective		Collective					M
Limebrook Priory	HCM 2883		ce9da758-c17c-4bb9-ae88-516297572eef	ce9da758-c17c-4bb9-ae88-516297572eef	monialibus de Lingbrok		Nuns of Lingbrook (Limebrook?)			Principal|Clerical|Collective|Woman	Clerical	Collective		Principal			W
executors of John de Aqua Blanca	HCM 2883		d1cfb540-ccf1-4a03-ab59-bf55d5cd5cc2	d1cfb540-ccf1-4a03-ab59-bf55d5cd5cc2	executores meos	executors of John de Aqua Blanca	Executors of will of John Aquablanca			Collective|Agent	Agent	Collective					M
paupers of Breinton	HCM 2883		d6758680-daf3-4c7a-976d-f64a20450618	d6758680-daf3-4c7a-976d-f64a20450618	pauperibus hominibus meis de Breyntone		paupers in my home ? of Breynton			Collective		Collective					M
John de Pyon	HCM 2883		ac6cd226-7d82-4c5f-a529-158ac28e00d4	de472376-04f8-405b-ab49-c060b2228337	Johanni de Pyone		(servant to John Aquablanca)			Principal				Principal			M
paupers of Kingston	HCM 2883		def2aad2-1510-4d4f-9f48-767efa1df6a2	def2aad2-1510-4d4f-9f48-767efa1df6a2	pauperibus parochianis ecclesie de Kingestone		Paupers in parish of Kingston			Collective		Collective					M
