Id	TYPE	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
John Lythfot	PERSON	HCM 1974, HCM 2664, HCM 469, HCM 746	1304/5, 1305, circa 1310	John Lythfot						Witness, Principal, Witness		Witness, Witness	Bailiff of the dean and chapter of Hereford	Bailiff of the dean and chapter of Hereford
John Monyword	PERSON	HCM 1974, HCM 469, HCM 746	1304/5, 1305, circa 1310	John Monyword, John Maniword						Principal, Witness		Witness	citizen of Hereford	
John Noreman	PERSON	HCM 2096	1315	John Noreman						Witness		Witness		
John Page	PERSON	HCM 119, HCM 153	1308, 1317	John Page, John Paige						Witness		Witness		
John Peres	PERSON	HCM 150, HCM 153, HCM 201, HCM 209	1315, 1317, 1315, 1316	John Peres						Witness		Witness		
John Polgroyn	PERSON	HCM 1581	1306	John Polgroyn						Principal				
John Pryde	PERSON	HCM 1489, HCM 1974, HCM 203, HCM 2096, HCM 2874, HCM 2876, HCM 469	1308, 1304/5, 1311, 1315, 1312, 1313, 1305	John Pride, John Pryde, John Pride, John Pryde						Witness		Witness	citizens	
John Russel	PERSON	HCM 1313	1311	John Russel						Witness		Witness		
John son of John the baker	PERSON	HCM 2093	1317/8	John son of John the baker						Principal			perpetual vicars of the chapel of St. Katherine the Virgin and martyr in the city of Hereford	
John son of Roger de Brunsope de Hereford	PERSON	HCM 608, HCM 609	1307, 1307/8	John son of Roger de Bruneshope de Hereford, John son of Roger de Brunsope						Principal				John (de Brunsope?)
John son of Stephen	PERSON	HCM 2096	1315	John son of Stephen						Witness		Witness		
John Steuenes	PERSON	HCM 196, HCM 63	1316	John Steuenes						Witness		Witness		
John Talebot	PERSON	HCM 1438	1309	John Talebot						Executor|Principal		Principal	executors of the will of magister Philipp Talebot	
John Thoky	PERSON	HCM 1610, HCM 1652	1305, 1314	Abbot and convent of St. Peter's, Gloucester, the abbot and convent						Collective|Office|Principal, Collective	Collective	Principal	Abbot of St Peter's Gloucester	Abbot and convent of St Peter's Gloucester
John Throm	PERSON	HCM 2096, HCM 2876	1315, 1313	John Throm, John Thrum						Witness		Witness		
John Ville	PERSON	HCM 385	1st half of 14th cent.	John Ville						Scribe		Witness		
John Vyncent	PERSON	HCM 678, HCM 680, HCM 681	1314, 1310, 1316/7	John Vyncent, John Vincent						Witness, Scribe, Witness		Witness		
John Whyteneye	PERSON	HCM 1974	1304/5	John Whyteneye						Witness		Witness	rent-collector of the said dean and chapter in Hereford	
Kedewelly	PLACE	HCM 1503, HCM 1504, HCM 1505	1309, 1309/10	Cadwely, Kedwell, Kedewelly						Nominative		Nominative		
Kemeseye	PLACE	HCM 1005, HCM 2159	1317, 1309	Kemeseye						Nominative		Nominative		
Kemesynge	PLACE	HCM 608	1307	Kemesynge						Nominative		Nominative		
Kermerdyn	PLACE	HCM 1505, HCM 1505	1309/10	Kermerdyn						Given at, Nominative		Given at, Nominative		
Keyrlyon	PLACE	HCM 2217	1308	Keyrlyon						Nominative		Nominative		
King's justices	PERSON	HCM 1065	1316/7	King's justices						Collective	Collective			
Kingston	PLACE	HCM 1169	1316	Kyngeston						Nominative		Nominative		Kingston St Mary in Somerset?
Knapeton'	PLACE	HCM 758	1314	Knapeton'						Nominative		Nominative		
Kyngescote	PLACE	HCM 1417	1305	Kyngescote						Nominative		Nominative		
la Bache	PLACE	HCM 2996	1317	la Bache						Nominative		Nominative		
la Barewe	PLACE	HCM 1264, HCM 1265, HCM 1281, HCM 174, HCM 2669, HCM 608	1306, 1312, 1306, 1307	la Barewe, la Barwe, la Barewe, la Barewe,						Nominative		Nominative		
la Barre	PLACE	HCM 1489, HCM 1974, HCM 2874	1308, 1304/5, 1312	la Barre	La Barre-de-Monts	46.88059	-2.12168			Nominative		Nominative		
la Berne	PLACE	HCM 608	1307	la Berne	Engehalbinsel|Bern|*Brenodunum, Engehalbinsel, Bern|amphitheatre, Bern|thermes, Bern|Bern	46.983598	7.449678			Nominative		Nominative		
la Borcote	PLACE	HCM 181	1310	la Borcote						Nominative		Nominative		
la Boxe	PLACE	HCM 1503	1309	la Boxe						Nominative		Nominative	rector of the said church	
la Doune	PLACE	HCM 2072	1317	la Doune						Nominative		Nominative		
la Felde	PLACE	HCM 1247, HCM 608	1315, 1307	la Felde						Nominative		Nominative		
la Haye	PLACE	HCM 2096	1315	la Haye	La Haye-Malherbe	49.22553	1.06774			Nominative		Nominative		
la Hulle	PLACE	HCM 608	1307	la Hulle						Nominative		Nominative		
la Lastres	PLACE	HCM 196	1316	la Lastres						Nominative		Nominative		
la lowe	PLACE	HCM 946	1305	la lowe						Nominative		Nominative		
La Mar’	PLACE	HCM 1768	1314	La Mar’	Catia La Mar	10.60383	-67.03034			Nominative		Nominative		
Lambert de Trikingham	PERSON	HCM 1736	1305	Lambert de Trikingham						Witness		Witness		
la More	PLACE	HCM 589	1311	la More	Uruk/Orchoe/Erech/Orikut|Uruk/Orchoe/Erech/Orikut, Warka	31.32216	45.63782			Nominative		Nominative		
Landesteffan	PLACE	HCM 1504	1309/10	Landesteffan						Nominative		Nominative		
land formerly of Cecilia de Badesshawe	PLACE	HCM 150	1315	land formerly of Cecilia de Badesshawe						Property				
land formerly of Luke de Bergeueni,	PLACE	HCM 150	1315	land formerly of Luke de Bergeueni,						Property				
land of David de Rotherwas	PLACE	HCM 201	1315	land of David de Rotherwas				Property		Property				
land of dominus Hugh the wheel-wright	PLACE	HCM 196	1316	land of dominus Hugh the wheel-wright				Property		Property				
land of dominus Walter Oghwelman	PLACE	HCM 201	1315	land of dominus Walter Oghwelman				Property		Property				
land of grantor	PLACE	HCM 196	1316	land of grantor				Property		Property				
land of John de Kemeseye	PLACE	HCM 63	1316	land of John de Kemeseye						Property				
land of John de la Barwe	PLACE	HCM 174	1312	land of John de la Barwe				Property		Property				
land of John le Chapmon	PLACE	HCM 186	1309/10	land of John le Chapmon				Property		Property				
land of John le Worrour	PLACE	HCM 119, HCM 174, HCM 186	1308, 1312, 1309/10	land of John le Worrour, land of John le Werour, land of John le Werrour				Property		Property				
land of John Pride	PLACE	HCM 2876	1313	land of John Pride						Property				
land of Nicholas le Barbour	PLACE	HCM 186	1309/10	land of Nicholas le Barbour				Property		Property				
land of the grantee	PLACE	HCM 2876	1313	land of the grantee						Property				
land of the parson of St. Nicholas in Hereford	PLACE	HCM 150	1315	land of the parson of St. Nicholas in Hereford						Property				
land of the said Hugh	PLACE	HCM 119	1308	land of the said Hugh						Property				
land of the said Thomas	PLACE	HCM 2876	1313	land of the said Thomas						Property				
land of Thomas Thoubaud	PLACE	HCM 2876	1313	land of Thomas Thoubaud						Property				
land of Walter the fisherman	PLACE	HCM 174	1312	land of Walter the fisherman				Property		Property				
Langele	PLACE	HCM 2260	1315/6	Langele						Given at		Given at		
Lank'	PLACE	HCM 623	1309	Lank'						Given at		Given at		
Lanton	PLACE	HCM 1169, HCM 1264, HCM 1265, HCM 1281	1316, 1306	Lanthon, Lanton, Lanton', Lanton	Lanton	44.70478	-1.03562			Given at, Nominative		Given at, Nominative		
la Oldehulle	PLACE	HCM 946	1305	la Oldehulle						Nominative		Nominative		
la Pole	PLACE	HCM 1918	1316	la Pole						Nominative		Nominative		
la Pounde	PLACE	HCM 2096, HCM 2873	1315, 1311	la Pounde						Nominative		Nominative		
Lassindon’	PLACE	HCM 1621	1313	Lassindon’						Nominative		Nominative		
la Stepple	PLACE	HCM 589	1311	la Stepple						Nominative		Nominative		
late treasurer	PERSON	HCM 2880	1317	late treasurer and prebendary of Berton’						Office	Office			
Laurence brother of John son of Stephen	PERSON	HCM 2096	1315	Laurence brother of the said John						Witness		Witness		that is, brother of John son of Stephen
Laurence son of Phillip son of Stephen	PERSON	HCM 150	1315	Laurence son of Phillip son of Stephen						Witness		Witness		
La Walle	PLACE	HCM 680	1310	La Walle						Nominative		Nominative		
la Wode	PLACE	HCM 1918	1316	la Wode						Nominative		Nominative		
Ledbury	PLACE	HCM 1658a, HCM 1734, HCM 1751, HCM 1918, HCM 201, HCM 209, HCM 2096, HCM 218, HCM 287, HCM 290, HCM 352, HCM 700	1315/6, 1317, 1305, 1316, 1315, 1316, 1315, 1311, 1315/6, 1312/3, 1315, 1311	Ledebur, Ledbury, Ledebur';, Ledbury, Ledebury, Ledeburi, Ledebur', Ledebury, Ledbury, Ledebury, Ledbury, Ledebury	Ledbury, Ledbury, Ledbury, Ledbury	52.03639, 52.03639, 52.03639, 52.03639	-2.42635, -2.42635, -2.42635, -2.42635			Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative		Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative		
Ledecote	PLACE	HCM 2093	1317/8	Ledecote						Nominative		Nominative		
le Hale	PLACE	HCM 1247, HCM 1485	1315, circa 1314	le Halle, le Hale						Nominative		Nominative		
Lenhales	PLACE	HCM 678	1314	Lenhales						Nominative		Nominative		
Lewelin ap Oweyn	PERSON	HCM 1523	1314	Lewelin ap Oweyn						Principal				"brother to Willym and Gruffith? (""ap"" = ""son of"" in Welsh?)"
Licent ' de Morgan	PERSON	HCM 1780	1311	the true patron thereof						Office	Office		Knight	the true patron of the church of the Blessed Mary of Avene in the diocese of Llandaff|i.e. Licent' de Morgan, Knight, as per below
Lincoln	PLACE	HCM 1652, HCM 1834, HCM 1851	1314, 1313, 1308	Lincoln, Lincoln,, Lincoln	Lincoln	53.22683, 40.8, -34.86649	-0.53792, -96.66696, -61.5302			Given at, Nominative		Given at, Nominative		
Llandaff	PLACE	HCM 1780, HCM 2159, HCM 2217, HCM 623	1311, 1309, 1308, 1309	Llandaff, Llandaff,, Llandaff, Landaff	Llandaff (Wales)					Nominative, Given at		Nominative, Given at		
Lodelawe	PLACE	HCM 1485, HCM 378	circa 1314, 1317	Lodelawe	Ludlow	52.37431	-2.71311			Nominative, Given at		Nominative, Given at		Ludlow
Logwardyn	PLACE	HCM 1264, HCM 1265, HCM 1281, HCM 1485, HCM 2672	1306, circa 1314, 1307	Logwardyn, Logwardyn',, Logwardyn, Lugwardin, Lugwardyn						Nominative		Nominative		
London	PLACE	HCM 1035, HCM 1439, HCM 1441, HCM 1442, HCM 1503, HCM 1503, HCM 1599, HCM 1658, HCM 1780, HCM 1834, HCM 1834, HCM 1851, HCM 2576, HCM 2579, HCM 2581, HCM 2595, HCM 2597, HCM 2598, HCM 2599, HCM 2667, HCM 2673, HCM 2714, HCM 2721, HCM 2722, HCM 2723, HCM 2871	1317, 1308, 1305, 1306, 1309, 1307/8, 1315/6, 1311, 1313, 1308, 1305, 1309/10, 1310, 1311/2, 1312, 1305, 1308, 1306, 1309, 1310/11, 1315, 1306/7	London, London'	London	42.98339, 51.50853, 42.98339, 51.50853, 42.98339, 51.50853, 42.98339, 51.50853, 42.98339, 51.50853, 42.98339, 51.50853	-81.23304, -0.12574, -81.23304, -0.12574, -81.23304, -0.12574, -81.23304, -0.12574, -81.23304, -0.12574, -81.23304, -0.12574			Given at, Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative		Given at, Nominative, Given at, Nominative, Given at, Nominative, Given at, Nominative		
Longestaunton	PLACE	HCM 1836	1315	Longestaunton'						Nominative		Nominative		
Lucia le Shipward'	PERSON	HCM 3215 A	1317	Lucia le Shipward'						Principal				
Luyde	PLACE	HCM 196	1316	Luyde						Nominative		Nominative		
Lydeneye	PLACE	HCM 2870	1306	Lydeneye				Property		Property				
M'ndene	PLACE	HCM 1834	1313	M'ndene						Nominative		Nominative		
Maddeleye	PLACE	HCM 1489, HCM 2096, HCM 2874	1308, 1315, 1312	Maddeleye,, Maddeleye, Maddeley						Nominative		Nominative		
magister	PERSON	HCM 2879	1317	magister						Office	Office			
Magna Marcleye	PLACE	HCM 661	1305/6	Magna Marcleye						Nominative		Nominative		
Maldon’	PLACE	HCM 1851	1308	Maldon’	Maldon	51.7311	0.67463			Nominative		Nominative		
manor at Castrum lupi	PLACE	HCM 1506	circa 1309	manor at Castrum lupi				Building		Building				
many others	PERSON	HCM 2874	1312	many others						Collective	Collective			
Masyntone	PLACE	HCM 1657	1310/11	Masyntone						Nominative		Nominative		Mainstone?
Matilda daughter of John le fiz John de Clehonger;	PERSON	HCM 946	1305	Matilda daughter of John le fiz John de Clehonger;						Principal				
Maurice de Novo	PERSON	HCM 1506	circa 1309	Maurice de Novo						Principal				
Meltone Mounbray	PLACE	HCM 2751	1311	Meltone Mounbray						Nominative		Nominative		
Mende	PLACE	HCM 1441, HCM 1442	1305, 1306	Mende	Mende (France)					Nominative		Nominative		
Menent Francisk	PERSON	HCM 1930	1313	Menent Francisk' and his fellow-merchants of the society of Bardi [of Florence]						Collective	Collective		merchants	
Menstr’ in island of Thanet	PLACE	HCM 1621	1313	Menstr’ in island of Thanet						Given at		Given at		
merchants of the society of Bardi of Florence	PERSON	HCM 1930	1313	the said merchants						Collective	Collective			of the Bardi of Florence
Miles Pychard	PERSON	HCM 3180	1312	Miles Pychard						Witness		Witness	knights	
Monmouth	PLACE	HCM 1503, HCM 623	1309	Monemowe, Monmouth	Monmouth	51.81265	-2.71363			Nominative		Nominative	bishop	Monmouth?
Monnington	PLACE	HCM 2072	1317	Nonnynton						Nominative		Nominative		Monnnington on Wye?
Monnington on Wye	PLACE	HCM 2059, HCM 2096	1314, 1315	Monyton						Nominative		Nominative		Monnington on Wye
Monyton	PLACE	HCM 209, HCM 218, HCM 412	1316, 1311, 1314	Moniton, Monytone, Monyton'						Nominative		Nominative		
Mora	PLACE	HCM 700	1311	Mora	Mora	39.68492	-3.77394			Nominative		Nominative		
Morcote	PLACE	HCM 670	1311	Morcote						Nominative		Nominative		
Morgan	PLACE	HCM 1313	1311	Morgan	Morgan	41.03606	-111.67688			Given at		Given at		
Mortemer	PLACE	HCM 1929	1313	Mortemer						Nominative		Nominative		
Munstreworthe	PLACE	HCM 670	1311	Munstreworthe						Nominative		Nominative		
Nasse	PLACE	HCM 623	1309	Nasse						Nominative		Nominative		
Neucome	PLACE	HCM 559	1315/6	Neucome						Nominative		Nominative		
Newent	PLACE	HCM 383	1316	Newent	Newent	51.93365	-2.40815			Given at		Given at		
Nicholas atte Walle	PERSON	HCM 678	1314	Nicholas atte Walle						Scribe				
Nicholas de La Walle	PERSON	HCM 680	1310	Nicholas de La Walle						Witness		Witness		
Nicholas de Reygate	PERSON	HCM 2872, HCM 2873, HCM 608, HCM 609	1310/11, 1311, 1307, 1307/8	Nicholas de Reygate, Nicholas de Reygate, clerk, Nicholas de Reygate						Dead, Principal			treasurer in the church of St. Ethelbert of Hereford, treasurer of the church of Hereford, clerk	later, Treasurer of Hereford Cathedral
Nicholas de Stretedene	PERSON	HCM 383, HCM 386	1316, 1305	Nicholas de Stretedene						Witness		Witness		
Nicholas de Warewyk	PERSON	HCM 2579, HCM 2586, HCM 2592	1305, 1306/7, 1308	Nicholas de Warreyk, Nicholas de Warewyk, Nicholas de Warrewyk						Principal				
Nicholas de Werham	PERSON	HCM 119, HCM 174, HCM 219	1308, 1312, 1317	Nicholas be Werham, Nicholas de Werham						Witness		Witness		
Nicholas de Yaneworth	PERSON	HCM 1834, HCM 1836, HCM 2723	1313, 1315	Nicholas de Yaneworth, Nicholas de Yanewrth						Principal, Scribe|Proxy			vicar in the said church, vicar in the greater church of Hereford	
Nicholas Iweyn	PERSON	HCM 1485, HCM 1489, HCM 469	circa 1314, 1308, 1305	Nicholas Iweyn, Nicholas Iwayn						Witness		Witness		
Nicholas le Webbe	PERSON	HCM 597	1315/6	Nicholas le Webbe						Witness		Witness		
Nicholas Reigate	PERSON	HCM 2873	1311	Nicholas						Dead				Nicholas Reigate
Nicholas Wyoch	PERSON	HCM 469	1305	Nicholas Wyoch						Witness		Witness		
Nicholes de la Felde	PERSON	HCM 1247	1315	Nicholes de la Felde						Witness		Witness		
Nortone	PLACE	HCM 1417, HCM 2464	1305, 1317	Norton	Norton	-17.88333	30.7			Nominative		Nominative		
Norwich	PLACE	HCM 1599	1307/8	Norwich	Norwich	52.62783	1.29834			Nominative		Nominative		
Oppton Episcopi	PLACE	HCM 597	1315/6	Oppton Episcopi						Nominative		Nominative		Bishop's Upton
Orlenton	PLACE	HCM 2871	1306/7	Orlenton	Orleton	52.3	-2.75			Nominative		Nominative		
Orleton	PLACE	HCM 1443, HCM 1752, HCM 207, HCM 2096, HCM 2716, HCM 2720, HCM 2779, HCM 700, HCM 773	1306, 1311/2, 1312, 1315, 1306, 1307, 1309, 1311, 1311/2	Orl'ton',, Orletone, Orleton, Orleton', Orleton, Orletone, Orleton, Orletone	Orleton, Orleton, Orleton	52.3, 52.3, 52.3	-2.75, -2.75, -2.75			Nominative		Nominative		
Ostrem	PLACE	HCM 1311, HCM 1311, HCM 1529	1314, 1315	Ostrem				Landmark		Given at, Landmark, Given at		Given at		
Overton	PLACE	HCM 1703	1317	Overton	Overton	51.24389	-1.26154			Nominative		Nominative		
Paston	PLACE	HCM 758	1314	Paston'						Nominative		Nominative		
patrons	PERSON	HCM 2217	1308	patrons						Collective|Office	Collective			Patrons of the monastery of St Peter's, Glouceseter
Penbrugge	PLACE	HCM 1780, HCM 3001, HCM 946	1311, 1317/8, 1305	Penebrugg', Penbrugge, Penebrugge						Nominative		Nominative		Pembridge?
penitentiary of the church of Hereford	PERSON	HCM 1417, HCM 2876	1305, 1313	penitentiary of the church of Hereford						Office	Office			
penitentiary of the same church	PERSON	HCM 1438	1309	penitentiary of the same church						Office	Office			
Penres	PLACE	HCM 1311, HCM 1313	1314, 1311	Penres,, Penres						Nominative		Nominative		
Peter de Wilton	PERSON	HCM 3001	1317/8	Peter de Wilton						Witness		Witness	chaplain	
Peter Doieward	PERSON	HCM 119	1308	Peter Doieward						Witness		Witness		
Peter Guillelmi	PERSON	HCM 3008	1318-1324	Peter Guillelmi						Principal				
Peter Knoyl	PERSON	HCM 1311, HCM 1313, HCM 1529, HCM 1768	1314, 1311, 1315, 1314	Peter Knoyl, Peter le Knoyl, Peter Knoil						Witness		Witness		
Peter Malorre	PERSON	HCM 1736	1305	Peter Malorre						Witness		Witness		
Philip Bosse	PERSON	HCM 1703	1317	Philip Bosse						Principal				
Philip Bosse of Turford	PERSON	HCM 1703	1317	Philip Bosse of Turford						Principal				
Philip le Werrour	PERSON	HCM 174, HCM 1752, HCM 207, HCM 700, HCM 773	1312, 1311/2, 1312, 1311, 1311/2	Phillip le Werour, Philip le Werrour, Phillip le Werror, Phillip le Werrour, Philip le Werror						Principal, Witness		Witness	le Werrour, bailiffs, bailiffs of the town of Hereford	bailiff of the town of Hereford
Philipp Talebot	PERSON	HCM 1438	1309	Philipp Talebot						Dead			canon in the church of Hereford	
Phillip, son of Robert le Park	PERSON	HCM 593	1307/8	Phillip son of Robert le Park						Principal				Philip le Park?
Phillip de Ipr	PERSON	HCM 209, HCM 564	1316, 1315/6	Phillip de Ipr, Phillip de Ipre						Witness		Witness		
Phillip de Stottesdon	PERSON	HCM 2093	1317/8	Phillip de Stottesdon						Principal			perpetual vicars of the chapel of St. Katherine the Virgin and martyr in the city of Hereford	
Phillip le taillor	PERSON	HCM 207	1312	Phillip le taillor						Witness		Witness		
Pirytone	PLACE	HCM 593	1307/8	Pirytone						Nominative		Nominative		
Pope Clement V	PERSON	HCM 1367, HCM 1441	1317, 1305	Pope Clement V, Pope Clement [V]						Dead, Principal				
Poteston'	PLACE	HCM 773	1311/2	Poteston'						Nominative		Nominative		
Pounde	PLACE	HCM 405	1308	Pounde						Nominative		Nominative		
prior of Kermerdyn	PERSON	HCM 1505	1309/10	the prior						Office	Office			Prior of Kermerdyn
Prior of Lanthony Prima in Wales	PERSON	HCM 2676	1315/6	Prior of Lanthony Prima in Wales						Office|Principal	Office	Principal		
Prior of Stanleye	PERSON	HCM 1683	1317/8	Prior of Stanleye						Office	Office			
priors of Monemowe and Cadwely	PERSON	HCM 1503	1309	priors of Monemowe and Cadwely						Collective|Office	Collective			two of them: Prior of M and Prior of C
Pydesmore	PLACE	HCM 1657	1310/11	Pydesmore						Nominative		Nominative		
Pyon Canonicorum	PLACE	HCM 1264, HCM 1264, HCM 1281, HCM 1281	1306	Pyon' Canonicorum, Pyon’ Canonicorum, Pyon' Canonicorum				Landmark, Landmark		Landmark, Nominative, Landmark, Nominative		Nominative		
Ralph Baldock	PERSON	HCM 1441, HCM 1441, HCM 1442, HCM 1834, HCM 2597, HCM 2598, HCM 2599, HCM 2600, HCM 2717, HCM 2721, HCM 2722, HCM 2723	1305, 1306, 1313, 1310, 1311/2, 1312, 1313, 1306/7, 1309, 1310/11, 1315	bishops of Mende and London, bishops of London, Bishops of Lincoln and London, Bishops of London and Lincoln, Bishops of Lincoln and London						Collective|Office, Collective|Office|Principal, Office, Collective|Principal	Collective, Office, Collective	Principal, Principal	Bishop of London, Bishop of London; collector of tithe for Pope Clement V, Bishop of London	Ralph Baldock was Bishop of London 1304-1313; Gilbert Seagrave was Bishop of London 1313-1316
Ralph Berde	PERSON	HCM 1751	1305	Ralph Berde						Witness		Witness		It doesn't say so here, but elsewhere I think, that Ralph Berde is father of Richard Berde
Ralph de Buesham	PERSON	HCM 2093	1317/8	Ralph de Buesham						Principal			perpetual vicars of the chapel of St. Katherine the Virgin and martyr in the city of Hereford	
Ralph de Hengham	PERSON	HCM 1736	1305	Ralph de Hengham						Witness		Witness		
Ralph de Lacu	PERSON	HCM 2596	1310	Ralph de Lacu						Principal			Proctor of the dean & chapter of Hereford in the Roman Court	Proctor of the dean & chapter of Hereford in the Roman Court
Ralph le Baron of Wydemarsmore	PERSON	HCM 2876	1313	Ralph le Baron of Wydemarsmore						Principal				
Ralph le Botiler	PERSON	HCM 1751, HCM 1918	1305, 1316	Ralph le Botiler, Ralph le botiler						Witness		Witness		
Ralph le Vreynshe	PERSON	HCM 564	1315/6	Ralph le Vreynshe						Witness		Witness		
Ranulf de Evesham	PERSON	HCM 2717, HCM 3165	1306/7, 1317	Ranulf de Evesham, their clerk, Ranulph de Evesham						Scribe, Witness		Witness	vicars	
reeves of Preston	PERSON	HCM 2582	1305	reeves of Preston						Office	Office			
Reginald de Bromfeld	PERSON	HCM 2145	1309	Reginald his brother						Principal			clerk	that is, Reginald (de Bromfeld?), brother to John de Bromfeld
Reginald de Orleton	PERSON	HCM 2720	1307	Reginald de Orleton						Principal				
Reginald de Todeworth	PERSON	HCM 1622	1307	Reginald de Todeworth						Principal			citizen of Salisbury (Nova Sarum)	
Reginald Maniword	PERSON	HCM 746	circa 1310	Reginald Maniword						Witness		Witness		
Retherwas	PLACE	HCM 174, HCM 1752, HCM 201	1312, 1311/2, 1315	Retherwas, Rotherwas						Nominative		Nominative		Rotherwas?
Reygate	PLACE	HCM 2871, HCM 2872, HCM 2873, HCM 608, HCM 609, HCM 758	1306/7, 1310/11, 1311, 1307, 1307/8, 1314	Reygate, Raigate	Reigate	51.23736	-0.20582			Nominative		Nominative		aka Reigate, Reygate
Richard	PERSON	HCM 1024, HCM 1035, HCM 1065, HCM 3155, HCM 352, HCM 608, HCM 700	1317, 1316/7, 1314, 1315, 1307, 1311	Richard						Dead, Principal, Dead, Principal			bishop of Hereford, bishop	Richard de Braumford
Richard, son of Robert le Park	PERSON	HCM 593	1307/8	Richard his brother						Principal				Richard le Park [?], son of Robert le Park
Richard Berde	PERSON	HCM 1734, HCM 1751	1317, 1305	Richard berde, Richard Berde de Ledebur						Witness, Principal|Scribe		Witness, Principal		as per comment to final witness, Roger le Skynnar, since Richard Berde is himself a notary/scribe by profession, it may be that he wrote this document himself, and not final witness; check the hand against other docs by Richard Berde to determine
Richard Broun de Galuerhull	PERSON	HCM 2464	1317	Richard Broun de Galuerhull									Medipernor	Medipernor(?)
Richard de Braumford	PERSON	HCM 608, HCM 609	1307, 1307/8	Richard de Braumford						Dead				
Richard de Brochwardyn	PERSON	HCM 1489, HCM 469	1308, 1305	Richard de Brocwardin, Richard de Brochwardyn						Witness		Witness		
Richard de Brome	PERSON	HCM 378	1317	Richard de Brome						Witness		Witness		
Richard de Clehonger	PERSON	HCM 946	1305	Richard de Clehonger						Witness		Witness		
Richard de Cruce	PERSON	HCM 1485, HCM 219, HCM 90	circa 1314, 1317	Richard de cruce, Richard de Cruce						Witness		Witness	bailiffs	
Richard de ecclesia de Hamton' in the manor of Munstreworthe	PERSON	HCM 670	1311	Richard de ecclesia de Hamton' in the manor of Munstreworthe						Principal				
Richard de Hamenays	PERSON	HCM 2870	1306	Richard de Hamenays						Principal			sub-dean of Hereford	
Richard de Hamenesche	PERSON	HCM 1023	1317	canon of Hereford						Office	Office			
Richard de Hoggesshawe	PERSON	HCM 1264, HCM 1265	1306	RIchard de Hoggesshawe, Richard de Hoggesshawe						Witness		Witness		
Richard de la Hay	PERSON	HCM 2096, HCM 63	1315, 1316	Richard de La haye, Richard de la Hay						Witness		Witness	baillif of the dean and chapter in the city of Hereford, bailiff of the dean and chapter of Hereford	
Richard de la Lastres	PERSON	HCM 196	1316	Richard de la Lastres						Witness		Witness		
Richard de La Mar	PERSON	HCM 1768	1314	Richard de La Mar						Witness		Witness		
Richard de la Oldehulle	PERSON	HCM 946	1305	Richard de la Oldehulle						Witness		Witness		
Richard de Lulham	PERSON	HCM 564	1315/6	Richard de Lulham						Witness		Witness		
Richard de Manus	PERSON	HCM 3180	1312	Richard de Manus						Witness		Witness		(?)
Richard de Nonnynton	PERSON	HCM 2072	1317	Richard de Nonnynton						Principal			canons of the cathedral church of Hereford	
Richard de Sydenhale	PERSON	HCM 2093	1317/8	Richard de Sydenhale						Principal			commissary of the official of Adam [Orleton], bishop of Hereford	
Richard de Syndenhale	PERSON	HCM 2093	1317/8	The said commissary						Office	Office			that is, Richard de Sydenhale
Richard de Upton	PERSON	HCM 755	1317	Richard de Upton						Principal				called de Credeleye|Vicar in the greater church of Hereford
Richard de Wykewane	PERSON	HCM 1417, HCM 2096	1305, 1315	Richard de Wykkewane, Richard de Wykewane						Witness, Principal		Witness	chaplains, perpetual chaplain	
Richard Gilbard	PERSON	HCM 378	1317	Richard Gilbard						Witness		Witness		
Richard Hakelute	PERSON	HCM 1311	1314	Richard Hakelute						Witness		Witness		
Richard Haliday	PERSON	HCM 1247	1315	Richard Haliday						Witness		Witness		
Richard Heruy	PERSON	HCM 2096, HCM 758	1315, 1314	Richard Heruy						Scribe		Witness	clerk, clerks of the diocese of Hereford	
Richard Hervy	PERSON	HCM 2996	1317	Richard called Heruy						Principal			clerk	Richard Hervy
Richard II	PERSON	HCM 2947.G	1312	Richard II						Principal				King Richard II
Richard Ithenhaye	PERSON	HCM 119, HCM 1489	1308	Richard Ithenhaye						Witness		Witness		
Richard le Balun	PERSON	HCM 1657	1310/11	Richard le Balun						Witness		Witness		
Richard le Clerke	PERSON	HCM 773	1311/2	Richard le Clerke						Dead				that is, Richard le Clerke (senior), of Hereford beyond the Wye
Richard le Clerke (junior)	PERSON	HCM 773	1311/2	Richard called the clerk, chaplain, son and heir of the late Richard le Clerke of Hereford beyond the Wye						Principal			Chaplain	"aka Richar le Clerk junior?

""son and heir of the late Richard le Clerke of Hereford beyond the Wye"""
Richard le Forster	PERSON	HCM 1751	1305	Richard le Forster						Witness		Witness		
Richard le Schep	PERSON	HCM 589	1311	Richard le Schep						Witness		Witness		
Richard Le Vikerys	PERSON	HCM 378	1317	Richard Le Vikerys						Scribe		Witness		
Richard Maniword	PERSON	HCM 119	1308	bailiff						Office	Office			
Richard Monyword	PERSON	HCM 119, HCM 1489	1308	Richard Moniword, Richard Monyword						Witness		Witness	bailiff	
Richard Perot de Ledebur	PERSON	HCM 1751	1305	Richard Perot de Ledebur						Principal				
Richard son of Phillip de Brompton	PERSON	HCM 564	1315/6	Richard son of Phillip de Brompton						Principal				
