Document Number	Alternate Numbering	Given At	Earliest Date	Latest Date	UUID	Person ID	PERSON + DOC	QUOTE_TRANSCRIPTION	Normalized text	Supplemental naming	TYPE	COMMENTS	LAT	LNG	TAGS	Unhandled Tags	Named by	Scribe	Principal	Witness	Dead	Gender
HCM 1051		London	1328-03-05T00:00:00Z		b0dcb5c7-9c6b-4c4b-83d8-3ce4f6943f4a	b0dcb5c7-9c6b-4c4b-83d8-3ce4f6943f4a	b0dcb5c7-9c6b-4c4b-83d8-3ce4f6943f4a;HCM 1051	archbishop of Canterbur	Walter Reynolds	archbishop of Canterbury	PERSON	Walter Reynolds, Archbp of Canterbury 1313-1327|letter dated 1327.7.31|Reynolds dies 1327.11.16|Simon Mepeham installed June 1328 but it's not him referenced			Office|Clerical|Adjudicator	|Clerical|Adjudicator	Office					M
HCM 1051		London	1328-03-05T00:00:00Z		571565ee-3b00-4e7c-99f7-ace9762576b1			London	London		PLACE		51.50853	-0.12574	Given at	Given at						
HCM 1052		Sugwas	1283-10-10T00:00:00Z		b1df7f3a-9f23-48b6-a8a9-1fb96db21aae	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1052	eee of Hereford,	Richard de Swinfield	bishop of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1052		Sugwas	1283-10-10T00:00:00Z		6ad0aa85-3175-43b2-91cd-1fec4bd02bd2	6ad0aa85-3175-43b2-91cd-1fec4bd02bd2	6ad0aa85-3175-43b2-91cd-1fec4bd02bd2;HCM 1052	Alen de Greppynges eanon of Hereford	Alan de Creppynge	canon of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1052		Sugwas	1283-10-10T00:00:00Z		4e431bcf-f9bd-4577-ba37-6d319c7b00ef			Sugwas	Sugwas		PLACE				Given at	Given at						
HCM 1052		Sugwas	1283-10-10T00:00:00Z		c4bfeeec-7245-43b1-8370-4b684fc12f0a	3019bd14-950a-42e8-acd4-f77153a37e57	3019bd14-950a-42e8-acd4-f77153a37e57;HCM 1052	a de Sevenak', official of the said Ric! Op of Hereford	Roger de Seuenak magister	official of the said Richard Bishop of Hereford	PERSON				Witness|Clerical|Agent	|Clerical|Agent				Witness		M
HCM 1052		Sugwas	1283-10-10T00:00:00Z		5efcf510-3835-4a00-8a63-e91ac009451c	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1052	Ric! Op of Hereford	Richard de Swinfield		PERSON				Clerical	Clerical						M
HCM 1052		Sugwas	1283-10-10T00:00:00Z		a2f81571-6300-42ec-8f8a-6416e94d64d3	a2f81571-6300-42ec-8f8a-6416e94d64d3	a2f81571-6300-42ec-8f8a-6416e94d64d3;HCM 1052	Robert de Kyrkeby, chaplain	Robert de Kyrkeby	chaplain	PERSON	scribe tag iffy?			Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		329b4345-2874-4b8e-a8f8-4fe95ee8eb02	329b4345-2874-4b8e-a8f8-4fe95ee8eb02	329b4345-2874-4b8e-a8f8-4fe95ee8eb02;HCM 1053	Henry de Penebrugg', lord of Clehangres	Henry de Penebrugge	lord of Clehangres	PERSON				Principal				Principal			M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		644c4037-fc1b-4174-b85b-c8de888e6447	644c4037-fc1b-4174-b85b-c8de888e6447	644c4037-fc1b-4174-b85b-c8de888e6447;HCM 1053	John Iweyn.	John Iweyn		PERSON				Principal				Principal			M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		67367491-8ea7-4eb3-ada7-cffbf13b580a			lands, rents, and buildings	lands	rents, and buildings	PLACE											
HCM 1053		Clehangre	1301-08-30T00:00:00Z		b7079f3b-5312-4977-a084-00f65b842d2e	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1053	Richard de Swynesfeld, bishop of Hereford	Richard de Swinfield	bishop of Hereford	PERSON				Lease-holder|Clerical	Lease-holder|Clerical						M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		03ad3e9b-ce56-4b75-8300-54ce319ca97f			Clehangre	Clehonger		PLACE				Given at	Given at						
HCM 1053		Clehangre	1301-08-30T00:00:00Z		be12c271-b0c3-4970-a8d5-28e21b19341f	be12c271-b0c3-4970-a8d5-28e21b19341f	be12c271-b0c3-4970-a8d5-28e21b19341f;HCM 1053	Robert le Petit	Robert le Petit		PERSON				Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		db9ebe89-3fc3-4a1c-982f-17e8fe413a1b	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b;HCM 1053	Edmund le “we	Edmund le Waleys		PERSON				Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		2cd1b440-deab-45c2-a3be-24d278b77ac9	2cd1b440-deab-45c2-a3be-24d278b77ac9	2cd1b440-deab-45c2-a3be-24d278b77ac9;HCM 1053	John ab Huwe	John ap Huwe of St Briavel's		PERSON	Clehonger not far from Dewsall Court; same as John son of Hugh, both vicinity St Briavels?			Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		b1ca497d-6d08-411e-a3bb-064ce405c337	b1ca497d-6d08-411e-a3bb-064ce405c337	b1ca497d-6d08-411e-a3bb-064ce405c337;HCM 1053	Yerevorth Marmiun	Yerworth Marmiun		PERSON	cf Yerworth de Kylbrost?			Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		3be75547-5788-4288-a638-4afac6122ba9	3be75547-5788-4288-a638-4afac6122ba9	3be75547-5788-4288-a638-4afac6122ba9;HCM 1053	Hugh de Tyberton'	Hugh de Tyberton		PERSON				Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		0cb7a14d-0b2f-494f-8a06-3724f446cbf3	8b1a5f70-fccc-45c0-a2c5-e5c815da150a	8b1a5f70-fccc-45c0-a2c5-e5c815da150a;HCM 1053	W ilam de le weer)	William le Calewe de Deweswalle		PERSON				Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		d1a2f00d-c19b-4211-9366-0706aa4b29f5	d1a2f00d-c19b-4211-9366-0706aa4b29f5	d1a2f00d-c19b-4211-9366-0706aa4b29f5;HCM 1053	William Mengeaund,	William Mangaunt		PERSON				Witness					Witness		M
HCM 1053		Clehangre	1301-08-30T00:00:00Z		00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27;HCM 1053	Simon de Lodelawe, clerk.	Simon de Ludlow	clerk	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		5a2d737e-9e5a-4173-961f-02ebb6ed6188	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1054	Richard de Suynefeud, bishop of Hereford;	Richard de Swinfield	bishop of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		fc3d8566-08d3-4ae9-ac2b-2f2b31c81bcf	329b4345-2874-4b8e-a8f8-4fe95ee8eb02	329b4345-2874-4b8e-a8f8-4fe95ee8eb02;HCM 1054	Henry de Penebrugg', knight	Henry de Penebrugge	knight	PERSON				Principal				Principal			M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		ccc31ab3-c8d6-4435-a386-90fee6b67ae2			lands, rents, and buildings	lands	rents, and buildings	PLACE											
HCM 1054		Bosebury	1301-08-12T00:00:00Z		f89c6c22-accd-4da9-a74b-64028e8a0843	f89c6c22-accd-4da9-a74b-64028e8a0843	f89c6c22-accd-4da9-a74b-64028e8a0843;HCM 1054	Williom son of Thomas Rued de ky ggemor’	William Reed de Wigmore	son of Thomas Reed de Wigmore	PERSON				Lease-holder	Lease-holder	Parent					M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		0205ffce-5aff-455e-bca1-3ba1baa47256	0205ffce-5aff-455e-bca1-3ba1baa47256	0205ffce-5aff-455e-bca1-3ba1baa47256;HCM 1054	Thomas Rued	Thomas Reed	father to William	PERSON											
HCM 1054		Bosebury	1301-08-12T00:00:00Z		8e7935ee-8e72-4dfb-bbcb-c01177fdb5e8	8e7935ee-8e72-4dfb-bbcb-c01177fdb5e8	8e7935ee-8e72-4dfb-bbcb-c01177fdb5e8;HCM 1054	Thomas Dalling	Thomas Dalling		PERSON				Lease-holder	Lease-holder						M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		4ed8f779-cf62-47ff-9c60-fb49ab1407af	4ed8f779-cf62-47ff-9c60-fb49ab1407af	4ed8f779-cf62-47ff-9c60-fb49ab1407af;HCM 1054	Kdith formerly the wife of William son of Hugh	Edith wife of William de Bromfield	formerly the wife of William son of Hugh	PERSON				Lease-holder|Woman	Lease-holder|	Parent					W
HCM 1054		Bosebury	1301-08-12T00:00:00Z		b394b841-286e-4cbe-82b1-59a74dd9399b	b394b841-286e-4cbe-82b1-59a74dd9399b	b394b841-286e-4cbe-82b1-59a74dd9399b;HCM 1054	William son of Hugh	William de Bromfield son of Hugh	son of Hugh; husband to Edith	PERSON	lands in Deweswalle, Wormeton & Doweschurch			Dead		Parent				Dead	M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		36298f18-d828-43d7-8ac7-4c0d1b9a6eed	36298f18-d828-43d7-8ac7-4c0d1b9a6eed	36298f18-d828-43d7-8ac7-4c0d1b9a6eed;HCM 1054	Hugh	Hugh father of William husband of Edith	father to William	PERSON				Patronymic	Patronymic						M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		bd75d4d1-6ce2-4574-9e25-340636ebd6a8			bosebur'	Bosbury		PLACE				Given at	Given at						
HCM 1054		Bosebury	1301-08-12T00:00:00Z		4ce336fc-ee2a-432f-9f5e-a10872c52f4b	be12c271-b0c3-4970-a8d5-28e21b19341f	be12c271-b0c3-4970-a8d5-28e21b19341f;HCM 1054	Robert le Petit,	Robert le Petit		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		b097b20e-db50-4a85-9163-e1d8a04d4aa5	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b;HCM 1054	Edmund le Waleys	Edmund le Waleys		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		05e1b5b9-8813-4bb4-90b4-dcdeb190ab15	2cd1b440-deab-45c2-a3be-24d278b77ac9	2cd1b440-deab-45c2-a3be-24d278b77ac9;HCM 1054	John ap Huwe	John ap Huwe of St Briavel's		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		4c9a5019-aa15-4d1e-86bd-798d2c47be47	ad91dc41-bb5f-46c7-9459-428f359b5705	ad91dc41-bb5f-46c7-9459-428f359b5705;HCM 1054	Huwe	Huwe ap Ghoruard of St Briavel's	father of John ap Huwe of St Briavel's	PERSON	alternate possibility: links instead to Vyncent family?			Patronymic	Patronymic						M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		db83a741-a03b-4298-8892-70effb495bd0	b1ca497d-6d08-411e-a3bb-064ce405c337	b1ca497d-6d08-411e-a3bb-064ce405c337;HCM 1054	Yerevorth Marniun	Yerworth Marmiun		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		a2a99159-9ec2-4b6c-b250-f4cf63d69553	3be75547-5788-4288-a638-4afac6122ba9	3be75547-5788-4288-a638-4afac6122ba9;HCM 1054	Hugh de Tib'ton'	Hugh de Tyberton		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		fb656590-8c06-41fb-a16f-60cdf1e6be6c	8b1a5f70-fccc-45c0-a2c5-e5c815da150a	8b1a5f70-fccc-45c0-a2c5-e5c815da150a;HCM 1054	William de la Calewe	William le Calewe de Deweswalle		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		0b21b456-88de-4c7e-8d93-91d8ffa69bc6	d1a2f00d-c19b-4211-9366-0706aa4b29f5	d1a2f00d-c19b-4211-9366-0706aa4b29f5;HCM 1054	Willian Mangauna	William Mangaunt		PERSON				Witness					Witness		M
HCM 1054		Bosebury	1301-08-12T00:00:00Z		710d99ac-338f-4cfe-9a29-df3ffe69e4b6	00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27;HCM 1054	Simon de Lodelowe, clerk	Simon de Ludlow	clerk	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		c9dded9d-e23d-4729-a54e-6dba9c155377	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1055	Richard de Suynefeud, ae Hereford	Richard de Swinfield	ae Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		787d933c-1c4a-49de-b587-3b466ed4a817	787d933c-1c4a-49de-b587-3b466ed4a817	787d933c-1c4a-49de-b587-3b466ed4a817;HCM 1055	Peter Tauy	Peter Tauy		PERSON				Agent|Principal	Agent			Principal			M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		0844925c-aab3-419c-bd6a-af0a658e8583	0844925c-aab3-419c-bd6a-af0a658e8583	0844925c-aab3-419c-bd6a-af0a658e8583;HCM 1055	David le wWitteneye	David le Witteneye		PERSON				Principal|Agent	Agent			Principal			M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		2df8c63a-b238-4a28-9582-6d2c626042cb	329b4345-2874-4b8e-a8f8-4fe95ee8eb02	329b4345-2874-4b8e-a8f8-4fe95ee8eb02;HCM 1055	Henry de Penebrugge, knight,	Henry de Penebrugge	knight	PERSON				Principal				Principal			M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		83746624-90fd-40bb-aa37-1ff80a3473fd			lands, rents, buildings	lands	rents, buildings	PLACE											
HCM 1055		Bosebury	1301-08-12T00:00:00Z		eb2ea570-5eee-4622-bc2a-e28076e8d30e	f89c6c22-accd-4da9-a74b-64028e8a0843	f89c6c22-accd-4da9-a74b-64028e8a0843;HCM 1055	William, son of Thomas Rued de Wyggemor',	William Reed de Wigmore	son of Thomas Rued de Wyggemor',	PERSON				Lease-holder	Lease-holder	Parent					M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		c5ad94fc-8c08-44f7-9836-e6090d37012a	0205ffce-5aff-455e-bca1-3ba1baa47256	0205ffce-5aff-455e-bca1-3ba1baa47256;HCM 1055	Thomas Rued	Thomas Reed	father to William	PERSON				Patronymic	Patronymic						M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		e6a1fe78-2765-4dbe-8d1b-2ec819547ad0	8e7935ee-8e72-4dfb-bbcb-c01177fdb5e8	8e7935ee-8e72-4dfb-bbcb-c01177fdb5e8;HCM 1055	Thomas Dalling,	Thomas Dalling		PERSON				Lease-holder	Lease-holder						M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		34b2b7a1-1eb6-4862-ab7b-9d3d6e1d6f53	4ed8f779-cf62-47ff-9c60-fb49ab1407af	4ed8f779-cf62-47ff-9c60-fb49ab1407af;HCM 1055	radth formerly the wife of william, son of iiugh,	Edith wife of William de Bromfield		PERSON	former wife			Lease-holder|Woman	Lease-holder|	Parent					W
HCM 1055		Bosebury	1301-08-12T00:00:00Z		458a40f7-2f20-4b52-b8c1-5bb1c890616e	b394b841-286e-4cbe-82b1-59a74dd9399b	b394b841-286e-4cbe-82b1-59a74dd9399b;HCM 1055	william, son of iiugh,	William de Bromfield son of Hugh	son of Hugh, husband to Edith	PERSON	formerly; poss. Wm son of Hugh de Bromfield, HCM 1689, 2145?			Dead		Parent				Dead	M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		80dd8c31-4809-469b-8d6e-b6cb3b2ed096	36298f18-d828-43d7-8ac7-4c0d1b9a6eed	36298f18-d828-43d7-8ac7-4c0d1b9a6eed;HCM 1055	iiugh,	Hugh father of William husband of Edith	father of William	PERSON				Dead|Patronymic	|Patronymic					Dead	M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		eb9ba9f7-53b4-4814-bac1-b4eb1fc1a60a			Bosebur'	Bosbury		PLACE				Given at	Given at						
HCM 1055		Bosebury	1301-08-12T00:00:00Z		906e2e86-e063-4324-9f65-19d505d2b96e	be12c271-b0c3-4970-a8d5-28e21b19341f	be12c271-b0c3-4970-a8d5-28e21b19341f;HCM 1055	Robert le Petit	Robert le Petit		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		5dcde182-e2e3-46b7-8c03-dad0b9e307a1	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b	db9ebe89-3fc3-4a1c-982f-17e8fe413a1b;HCM 1055	Edmund le Waleys	Edmund le Waleys		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		7c75ee13-59b2-4ec0-b53b-231b4492cf28	2cd1b440-deab-45c2-a3be-24d278b77ac9	2cd1b440-deab-45c2-a3be-24d278b77ac9;HCM 1055	John ap Huwe	John ap Huwe of St Briavel's		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		b9738d86-6072-45d5-8d66-c7a3a55c7b91	ad91dc41-bb5f-46c7-9459-428f359b5705	ad91dc41-bb5f-46c7-9459-428f359b5705;HCM 1055	Huwe	Huwe ap Ghoruard of St Briavel's	father of John ap Huwe of St Briavel's	PERSON				Patronymic	Patronymic						M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		658a638d-5375-4c30-ba65-f4c292f55705	b1ca497d-6d08-411e-a3bb-064ce405c337	b1ca497d-6d08-411e-a3bb-064ce405c337;HCM 1055	Yereuorth Marmiun	Yerworth Marmiun		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		a51d0cb8-6fe4-408b-960c-e22e13e1c706	3be75547-5788-4288-a638-4afac6122ba9	3be75547-5788-4288-a638-4afac6122ba9;HCM 1055	Hugh de Tib'ton'	Hugh de Tyberton		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		b51d2167-4c72-4704-b518-6df04ee14f1c	8b1a5f70-fccc-45c0-a2c5-e5c815da150a	8b1a5f70-fccc-45c0-a2c5-e5c815da150a;HCM 1055	ida tom de la Calewe,	William le Calewe de Deweswalle		PERSON	William de la Calewe			Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		2a635a16-66a9-424b-b2bf-14442136d6ea	d1a2f00d-c19b-4211-9366-0706aa4b29f5	d1a2f00d-c19b-4211-9366-0706aa4b29f5;HCM 1055	william Mangaud	William Mangaunt		PERSON				Witness					Witness		M
HCM 1055		Bosebury	1301-08-12T00:00:00Z		c3491a01-35f3-4cec-a967-021774b12a77	00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27;HCM 1055	Simon de Lodelowe, clerk	Simon de Ludlow	clerk	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 1056		Here .	1288-07-07T00:00:00Z		769e9229-e7fc-4419-9240-101f6b1abb71	769e9229-e7fc-4419-9240-101f6b1abb71	769e9229-e7fc-4419-9240-101f6b1abb71;HCM 1056	Thomas de Sancto Omeroy canon of Hereford,	Thomas de Sancto Omero		PERSON	proctor of Alan Creppinge, with John called de Creppingg			Principal|Clerical|Agent	|Clerical|Agent			Principal			M
HCM 1056		Here .	1288-07-07T00:00:00Z		5cbb4542-1e9f-44d1-9b50-15792131c2d7	5cbb4542-1e9f-44d1-9b50-15792131c2d7	5cbb4542-1e9f-44d1-9b50-15792131c2d7;HCM 1056	John called de Creppingg', proctors of auger Alen de Creppingg'	John de Creppynge	proctors of auger Alen de Creppingg'	PERSON	co-proctor with Thomas de Sancto Omeros			Principal|Agent|Clerical	Agent|Clerical			Principal			M
HCM 1056		Here .	1288-07-07T00:00:00Z		4017cc78-1cb6-494f-9002-346fe5c2bff1	6ad0aa85-3175-43b2-91cd-1fec4bd02bd2	6ad0aa85-3175-43b2-91cd-1fec4bd02bd2;HCM 1056	Alen de Creppingg', canon of Hereford	Alan de Creppynge	canon of Hereford	PERSON				Clerical|Principal	Clerical|			Principal			M
HCM 1056		Here .	1288-07-07T00:00:00Z		180b0c0b-cb11-4c98-a97b-e829b330bfa6	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1056	bishop of Hereford	Richard de Swinfield	bishop of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1056		Here .	1288-07-07T00:00:00Z		132c5cca-ec5d-4264-af2f-c2e0f7bbc149	132c5cca-ec5d-4264-af2f-c2e0f7bbc149	132c5cca-ec5d-4264-af2f-c2e0f7bbc149;HCM 1056	John de Wormeleye, canon of that place	John de Wormeleye	canon of that place	PERSON	(frater) John de Wormeleye, canon of Wormeleye			Principal|Agent|Clerical	Agent|Clerical			Principal			M
HCM 1056		Here .	1288-07-07T00:00:00Z		5d306788-895a-4441-be40-14df9855db32			Here .	Hereford		PLACE		52.05684	-2.71482	Given at	Given at						
HCM 1057		London	1291-07-03T00:00:00Z		29941a1f-6a7b-4193-abc0-180bbc9f3d6f	29941a1f-6a7b-4193-abc0-180bbc9f3d6f	29941a1f-6a7b-4193-abc0-180bbc9f3d6f;HCM 1057	Geoffrey de Vezano, pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford	Geoffrey de Vezano	pepel envoy and paasuhad: to magheler Richard de Pudlesdon', canon of ereford	PERSON	papal envoy and executor to magister Richard de Pudlesdon', canon of Hereford			Principal|Agent|Clerical	Agent|Clerical			Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		679a15be-a114-4ae1-a7e3-d80be8974f5a	679a15be-a114-4ae1-a7e3-d80be8974f5a	679a15be-a114-4ae1-a7e3-d80be8974f5a;HCM 1057	pepel	Pope Nicholas IV		PERSON	pope 1288-1292			Office		Office					M
HCM 1057		London	1291-07-03T00:00:00Z		3e41b38e-1a1b-4af9-a951-6a53ae7b4f10	52094d67-2105-4359-823d-ed18c0949b3b	52094d67-2105-4359-823d-ed18c0949b3b;HCM 1057	Richard de Pudlesdon', canon of ereford	Richard de Pudlesdon	canon of ereford	PERSON	Canon of Hereford			Principal|Agent|Clerical	Agent|Clerical			Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		f316832b-f79b-4453-a8d2-b3ad895018ba	33263d29-615b-4c96-baa4-68202e4505d7	33263d29-615b-4c96-baa4-68202e4505d7;HCM 1057	Francisco Neapoleonis	Francesco Napoleone Cardinal Orsini	papal notary	PERSON	papal notary			Principal|Agent|Clerical|Scribe	Agent|Clerical|		Scribe	Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		33263d29-615b-4c96-baa4-68202e4505d7	33263d29-615b-4c96-baa4-68202e4505d7	33263d29-615b-4c96-baa4-68202e4505d7;HCM 1057	are Serine at	Francesco Napoleone Cardinal Orsini	archdeacon of Worcester	PERSON	4 July 1288–aft. 1311 (also cardinal-deacon of Santa Lucia in Orthea from 1295)			Principal|Agent|Clerical|Office	Agent|Clerical|	Office		Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		8ff61b9e-2dab-47c1-9ff3-adc3402cac7f	8ff61b9e-2dab-47c1-9ff3-adc3402cac7f	8ff61b9e-2dab-47c1-9ff3-adc3402cac7f;HCM 1057	accenceeter terres	official of the court of Canterbury	official of the court of Canterbury	PERSON				Principal|Agent|Clerical|Office	Agent|Clerical|	Office		Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		2a1277dc-4d01-4bca-9ec3-2df925fb6454	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1057	ard p of Here	Richard de Swinfield	bishop of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1057		London	1291-07-03T00:00:00Z		ef152d8a-0f45-4821-84cc-e7e70081495a			London	London		PLACE		51.50853	-0.12574	Given at	Given at						
HCM 1058			1282-12-31T18:09:24Z	1302	cf0136ef-606c-4a53-8d0c-00ac971583b2	cf0136ef-606c-4a53-8d0c-00ac971583b2	cf0136ef-606c-4a53-8d0c-00ac971583b2;HCM 1058	John, abbot of Shrewsbury, and the convent of the same place	John de Drayton abbot and convent of Shrewsbury	abbot and convent of Shrewsbury	PERSON				Collective|Clerical|Principal	Clerical|	Collective		Principal			M
[unknown]									abbot and convent of Shrewsbury													
HCM 1058			1282-12-31T18:09:24Z	1302	1414ac5a-8902-4e64-9e2a-ef6d98a57b50	1eb4933c-65f8-40fc-9eb8-7a62800229b5	1eb4933c-65f8-40fc-9eb8-7a62800229b5;HCM 1058	Richard, bishop of Hereford,	Richard de Swinfield	bishop of Hereford	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 1058			1282-12-24T00:00:00Z	1302	7fe10643-4d0d-460c-b196-f0bf9dac0df5			one aere of land (of seven selions), situated in husgetora, > the field called le Ocfeld	one aere of land (of seven selions)	situated in husgetora, > the field called le Ocfeld	PLACE											
HCM 1058			1282-12-31T18:09:24Z	1302	5332b9a5-70c1-475f-81e9-efc8da7f6c36	5332b9a5-70c1-475f-81e9-efc8da7f6c36	5332b9a5-70c1-475f-81e9-efc8da7f6c36;HCM 1058	hard the clerk	Richard le Clerk of Tuggeford		PERSON	Richard the clerk			Neighbor|Clerical	Neighbor|Clerical						M
HCM 1058			1282-12-31T18:09:24Z	1302	ea69457f-6f5d-4b0d-98af-2989b447843a	ea69457f-6f5d-4b0d-98af-2989b447843a	ea69457f-6f5d-4b0d-98af-2989b447843a;HCM 1058	Roger le feuere,	Roger le Feuere		PERSON	"""fire"", so, a smith, iron-worker, stoker of forges"			Neighbor	Neighbor						M
HCM 1058			1282-12-31T18:09:24Z	1302	228a57e6-dc87-44bc-9161-dad5eb0da8c6	228a57e6-dc87-44bc-9161-dad5eb0da8c6	228a57e6-dc87-44bc-9161-dad5eb0da8c6;HCM 1058	—_ son of Walter,	Ralph son of Walter		PERSON	Ralphn son of Walter			Neighbor	Neighbor	Parent					M
HCM 1058			1282-12-31T18:09:24Z	1302	e65253d5-ae3c-4044-8a45-b701ee27c548	e65253d5-ae3c-4044-8a45-b701ee27c548	e65253d5-ae3c-4044-8a45-b701ee27c548;HCM 1058	Walter,	Walter father of Ralph		PERSON	father to Ralph			Patronymic	Patronymic						M
HCM 1058			1282-12-31T18:09:24Z	1302	db20cf00-2bc9-4090-9f37-a5bc9571c6b7	db20cf00-2bc9-4090-9f37-a5bc9571c6b7	db20cf00-2bc9-4090-9f37-a5bc9571c6b7;HCM 1058	Roger de Burhullo	Roger de Burghill		PERSON	dominus (Knight)			Witness					Witness		M
HCM 1058			1282-12-31T18:09:24Z	1302	a7f0e90b-cf7d-4504-abe0-6f771e3243f2	a7f0e90b-cf7d-4504-abe0-6f771e3243f2	a7f0e90b-cf7d-4504-abe0-6f771e3243f2;HCM 1058	sogee Sprenghose,	Roger Sprenghose		PERSON	Roger Sprenghose (dominus) (knight)			Witness					Witness		M
