UUID	Document Number	Date	In Handlist	Common Name	QUOTE_TRANSCRIPTION	Lat	Lng	ANCHOR	TYPE	Place_Type	Person_Gender	TAGS	Role	Person_Named by	Person_Job	COMMENTS
0a490904-aaac-4767-9a02-5e2f5717cffc	HCM 681	1316-01-23T00:00:00Z	0	William Reed	William Reed			char-offset:104	PERSON			Dead				
3ba4a1ef-853c-49fd-b91c-975840df6b3b	HCM 700	1311-10-17T00:00:00Z	0	Breinton, Herefordshire	Breynton	52.05730	-2.78125	char-offset:556	PLACE			Nominative	Nominative			
3ba1454c-94aa-4d59-99c4-219a627ef309	HCM 700	1311-10-17T00:00:00Z	0	dean and chapter of Hereford	dean and chapter of Hereford			char-offset:261	PERSON			Collective		Collective		
5b5bc19e-ada6-4e0f-ad3d-d0dee82d4e2f	HCM 700	1311-10-17T00:00:00Z	0	Henry de Orleton	Henry de Orleton			char-offset:414	PERSON			Witness	Witness			
ffe42297-8013-42b0-82a3-4617232eb05b	HCM 700	1311-10-17T00:00:00Z	0	Herdemon	Herdemon			char-offset:597	PLACE			Nominative	Nominative			
c9315f0b-c129-4cd8-91c8-418d46126708	HCM 700	1311-10-17T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:393	PLACE			Given at	Given at			
acb9895d-9cf1-4906-b668-b527d148a283	HCM 700	1311-10-17T00:00:00Z	0	Ledbury, Herefordshire	Ledebury	52.03581	-2.42234	char-offset:576	PLACE			Nominative	Nominative			
bde9a455-0ec5-4c2f-a89d-0a0138d2f437	HCM 700	1311-10-17T00:00:00Z	0	Mora	Mora			char-offset:540	PLACE			Nominative	Nominative			
3db67d1c-3108-45ad-ac87-3a88805b14ef	HCM 700	1311-10-17T00:00:00Z	0	Orleton	Orleton			char-offset:423	PLACE			Nominative	Nominative			
0787a40f-6b23-4720-bca6-5e4bce17db2c	HCM 700	1311-10-17T00:00:00Z	0	Philip le Werrour	Phillip le Werrour			char-offset:449	PERSON			Witness	Witness		bailiffs	
9f2f509e-d477-4b21-8e5d-2f0000dab871	HCM 700	1311-10-17T00:00:00Z	0	Richard	Richard			char-offset:108	PERSON			Principal				
e386d973-e568-4742-8623-1ffe48cfc677	HCM 700	1311-10-17T00:00:00Z	0	Roger de Ledebury	Roger de Ledebury			char-offset:567	PERSON			Witness	Witness			
b3a11e56-e2a6-4dc5-947f-7eae53b66912	HCM 700	1311-10-17T00:00:00Z	0	Roger Penk	Roger Penk			char-offset:433	PERSON			Witness	Witness		bailiffs	
0efe45d3-8423-4e21-906e-314c79c90a98	HCM 700	1311-10-17T00:00:00Z	0	Walter de Breynton	Walter de Breynton			char-offset:546	PERSON			Witness	Witness			
69bb16f6-b686-4047-aab3-642c0af32f6f	HCM 700	1311-10-17T00:00:00Z	0	William le Herdemon	William le Herdemon			char-offset:586	PERSON			Scribe	Witness			
9dc182a1-2d0c-4b27-906d-f7e822647603	HCM 700	1311-10-17T00:00:00Z	0	William Noremon	William Noremon			char-offset:67	PERSON			Principal				
e1fc3f0f-0e9c-43fc-9af9-c651b6fb3e72	HCM 715	1317-03-06T00:00:00Z	0	dean and chapter of Hereford	dean and chapter of Hereford			char-offset:224	PERSON			Collective|Principal	Principal	Collective		
7c04546a-fb58-4e17-960f-abb14a6bebda	HCM 715	1317-03-06T00:00:00Z	0	the chief parishioners of Maddeleye	the chief parishioners of Maddeleye			char-offset:177	PERSON			Collective|Principal	Principal	Collective		
96daac07-826d-4576-9b64-96558ac3efe7	HCM 715	1317-03-06T00:00:00Z	0	Walter de Maddeleye	Walter de Maddeleye			char-offset:75	PERSON			Scribe	Witness		notary public	
50ab1887-d8eb-4bf7-867c-25a3181a5807	HCM 746	1310-01-01T01:00:00Z	0	the chapter of Hereford	Church of St. Ethelbert of Hereford and the chapter or the same			char-offset:65	PERSON			Collective|Principal	Principal	Collective		
1954b2f3-c396-457d-bb82-442d481a06dc	HCM 746	1310-01-01T01:00:00Z	0	high street near the church of St. Peter	high street near the church of St. Peter			char-offset:302	PLACE	Street		Street				
aba32c3f-387b-46c2-bc61-241ca745b36c	HCM 746	1310-01-01T01:00:00Z	0	Hugh	Hugh			char-offset:637	PERSON			Scribe	Witness			
c2338ae4-76fa-45bc-a172-60748ab6a6e9	HCM 746	1310-01-01T01:00:00Z	0	John, prior, and convent of Wenlok	John, prior, and convent of Wenlok			char-offset:25	PERSON			Principal				
b184ed4a-9a99-4350-93f5-73a2d79a66be	HCM 746	1310-01-01T01:00:00Z	0	John Lythfot	John Lythfot			char-offset:586	PERSON			Witness	Witness			
d556264f-f876-4dc1-a6ee-2cd013586612	HCM 746	1310-01-01T01:00:00Z	0	John Monyword	John Maniword			char-offset:668	PERSON			Witness	Witness			
07771960-7b14-43f1-ab55-cac5242482ad	HCM 746	1310-01-01T01:00:00Z	0	Reginald Maniword	Reginald Maniword			char-offset:600	PERSON			Witness	Witness			
eaf0b357-6fee-4005-8ce5-a4aba595d79f	HCM 746	1310-01-01T01:00:00Z	0	Robert Trillek	Robert Trillek			char-offset:620	PERSON			Witness	Witness			
b32a8cfe-36ac-4bf0-9030-1ee451ca4e8a	HCM 746	1310-01-01T01:00:00Z	0	Walter called de La Barre	Walter called de La Barre			char-offset:559	PERSON			Witness	Witness			
3215f92c-74c4-4101-b8e2-80c945e2ac5e	HCM 755	1317-07-02T00:00:00Z	0	Adam Hwyty	Adam Whyty			char-offset:1402	PERSON			Witness	Witness			
e35ec1fc-0618-4580-b347-efcd0681d573	HCM 755	1317-07-02T00:00:00Z	0	dean and chapter of Hereford	dean and chapter of Hereford			char-offset:328	PERSON			Collective		Collective		
9a8e9f38-9d11-477f-94d7-c04fbbd1f599	HCM 755	1317-07-02T00:00:00Z	0	fee of the dean and chapter in Broynton	fee of the dean and chapter in Broynton			char-offset:640	PERSON			Collective		Collective		
e2dde99c-a395-4657-962c-093b5fcc29c9	HCM 755	1317-07-02T00:00:00Z	0	Henle	Henle			char-offset:192	PLACE			Nominative	Nominative			
102f1c0a-b148-4ea5-a33b-50ae0a44eab6	HCM 755	1317-07-02T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:1308	PLACE			Given at	Given at			
aeee264c-645c-477a-a8fa-03ffd112af88	HCM 755	1317-07-02T00:00:00Z	0	Hugh called le Schipward	Hugh called le Schipward			char-offset:1414	PERSON			Scribe	Witness			
b277ae17-3f9f-4e6a-9c93-c0538802eb2a	HCM 755	1317-07-02T00:00:00Z	0	James de Henle	Dominus James de Henle			char-offset:175	PERSON			Principal			Canon of Hereford	Canon of Hereford
cf9e5ac6-713a-4036-93fb-b6b722b7d48d	HCM 755	1317-07-02T00:00:00Z	0	Richard de Upton	Richard de Upton			char-offset:81	PERSON			Principal				called de Credeleye|Vicar in the greater church of Hereford
b44fe6d5-2da2-4966-ac9a-2253850d3799	HCM 755	1317-07-02T00:00:00Z	0	Roger Laurenc' de Eton	Roger Laurenc' de Eton			char-offset:1352	PERSON			Witness	Witness			
acfe84b5-afa6-4fdd-9a56-902651136103	HCM 755	1317-07-02T00:00:00Z	0	Upton Bishop, Herefordshire	Upton’	51.94035	-2.50573	char-offset:92	PLACE			Nominative	Nominative			
59087d94-cbb5-4f36-95c4-d529bfc23590	HCM 755	1317-07-02T00:00:00Z	0	William called le Bonde	William called le Bonde			char-offset:1377	PERSON			Witness	Witness			
a521cf0f-3c6b-4c81-b671-d11a911689a9	HCM 755	1317-07-02T00:00:00Z	0	William de Staundon	William de Staundon			char-offset:1330	PERSON			Witness	Witness			
c8a1d87f-bcc4-4621-a7a9-57a7c3ad64eb	HCM 758	1314-06-07T00:00:00Z	0	Aigueblanche, Savoie, France	Aqua Blank'	45.50170	6.51030	char-offset:256	PLACE			Nominative	Nominative			
5f04e685-2e1b-4cf0-b128-c8f1709dfde0	HCM 758	1314-06-07T00:00:00Z	0	Berkeley	Berkeley			char-offset:369	PLACE			Nominative	Nominative			
887df337-a15d-4168-872a-85aa4d9ffa20	HCM 758	1314-06-07T00:00:00Z	0	Brugge	Brugge			char-offset:757	PLACE			Nominative	Nominative			this is either Brugge Solers or Brugge Waleische; check Gilbert's other documents
010dc439-a54a-4867-94da-520cf485fe3a	HCM 758	1314-06-07T00:00:00Z	0	Canterbury	Canterbury	51.27968	1.07888	char-offset:657	PLACE			Nominative	Nominative			
dec44233-f3bd-43b7-a50a-79594a8bdead	HCM 758	1314-06-07T00:00:00Z	0	Catfield, Norfolk	Catfeld	52.74032	1.53534	char-offset:811	PLACE			Nominative	Nominative			
0018eec8-ac0c-4fae-8dd8-e733eccca66b	HCM 758	1314-06-07T00:00:00Z	0	Gilbert de Reygate 	Gilbert de Raigate, rector of the church of Brugge			char-offset:713	PERSON			Witness	Witness		rector of the church of Brugge, clerk of the diocese of Hereford	aka Gilbert Reygate
864a13f3-dae1-479a-820c-8eee4b84d26b	HCM 758	1314-06-07T00:00:00Z	0	Gloucester	Gloucestr'	51.83396	-2.61134	char-offset:332	PLACE			Nominative	Nominative			Gloucester
d2dde273-e9e0-4b5a-a930-a1a945a67f55	HCM 758	1314-06-07T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:228	PLACE			Nominative	Nominative			
837846df-f6a6-4ce4-b586-fd0730f529f8	HCM 758	1314-06-07T00:00:00Z	0	Hugh de Thornhagh	Hugh de Thornhagh			char-offset:67	PERSON			Scribe			clerk of the diocese of York, notary public	clerk of the diocese of York, notary public
335be301-9c85-48a8-8cd8-e6b764dbe9d5	HCM 758	1314-06-07T00:00:00Z	0	James de Berkeley	James de Berkeley			char-offset:360	PERSON			Principal			proctor of Richard, bishop of Herefor	
e9e52df7-a307-42cb-a228-2f58f34a6621	HCM 758	1314-06-07T00:00:00Z	0	John de Aqua Blanca	John de Aqua Blank', dean			char-offset:248	PERSON			Principal			Dean of Hereford	John de Aqua Blanca, Dean of Hereford
6a33e398-7f0c-42c6-a0fc-0fd1e3fa8ef2	HCM 758	1314-06-07T00:00:00Z	0	John de Catfeld	John de Catfeld			char-offset:803	PERSON			Witness	Witness		clerks of the diocese of Hereford	
0215b08e-aa4a-4945-9557-cce386c64245	HCM 758	1314-06-07T00:00:00Z	0	John de Ross	John de Ros, archdeacon of Salop			char-offset:288	PERSON			Principal			archdeacon of Salop	aka John Ross
cbe3d094-a784-499e-89c8-42333b8a5901	HCM 758	1314-06-07T00:00:00Z	0	Knapton, Herefordshire	Knapeton'	52.17032	-2.81285	char-offset:182	PLACE			Nominative	Nominative			
0dec3e85-bf4c-44f1-a89b-b5640d7a8b42	HCM 758	1314-06-07T00:00:00Z	0	Paston, Norfolk	Paston'	52.86021	1.44319	char-offset:506	PLACE			Nominative	Nominative			
cae94b7f-7c91-4354-a875-ab8ee2d852a2	HCM 758	1314-06-07T00:00:00Z	0	Reygate	Raigate			char-offset:724	PLACE			Nominative	Nominative			aka Reigate, Reygate
71bfa4af-d0e8-480a-8761-091a8e47eca9	HCM 758	1314-06-07T00:00:00Z	0	Richard Heruy	Richard Heruy			char-offset:825	PERSON			Scribe	Witness		clerks of the diocese of Hereford	
49b8f7ef-9561-4751-a342-a70bba9b9ae0	HCM 758	1314-06-07T00:00:00Z	0	Richard Swinfield	the bishop of Hereford			char-offset:552	PERSON			Office		Office	bishop of Hereford	Richard Swinfield
6635e605-d8f7-41e8-8920-14d69e82399e	HCM 758	1314-06-07T00:00:00Z	0	Robert de Gloucestre	Robert de Gloucestr', chancellor			char-offset:322	PERSON			Principal			chancellor of Hereford Cathedral	Robert de Gloucester, chancellor of Hereford Cathedral
45b53dd2-1bb4-43a7-ad78-a9eae34cae02	HCM 758	1314-06-07T00:00:00Z	0	Ross-on-Wye, Herefordshire	Ros	51.91394	-2.58369	char-offset:296	PLACE			Nominative	Nominative			
3e66ceb6-ebe7-49f8-92de-14fc1bfe88bd	HCM 758	1314-06-07T00:00:00Z	0	Salop	Salop			char-offset:315	PLACE			Nominative	Nominative			
5340a45a-de0c-40bc-8680-d9ff406be247	HCM 758	1314-06-07T00:00:00Z	0	Stephen Normal	Stephen Normal			char-offset:765	PERSON			Witness	Witness		clerks of the diocese of Hereford	
e59da82d-5773-47c2-ad4f-db299bc2e2a0	HCM 758	1314-06-07T00:00:00Z	0	Stretton Sugwas, Herefordshire	Stretton'	52.07824	-2.78593	char-offset:792	PLACE			Nominative	Nominative			
f1a22d14-ab3e-4239-929b-cac3ca8c2a71	HCM 758	1314-06-07T00:00:00Z	0	dean and chapter of Hereford	the dean and chapter			char-offset:578	PERSON			Collective		Collective		Dean and chapter of Hereford
7f01882b-bf52-40cb-9b84-95ebfdbeb4ed	HCM 758	1314-06-07T00:00:00Z	0	Thornhagh'	Thornhagh'			char-offset:75	PLACE			Nominative	Nominative			
8884c176-bf2d-4ead-8e57-e8db2843d4d9	HCM 758	1314-06-07T00:00:00Z	0	William de Knapeton	William de Knapeton			char-offset:171	PERSON			Principal			canon of the cathedral church of Hereford	
568fa0fb-fac1-41f8-a8c0-936a9836b8fb	HCM 758	1314-06-07T00:00:00Z	0	William de Stretton	William de Stretton			char-offset:781	PERSON			Witness	Witness		clerks of the diocese of Hereford	
638c0971-c5f1-4272-819d-6ecf871f1db8	HCM 758	1314-06-07T00:00:00Z	0	York	York			char-offset:111	PLACE			Nominative	Nominative			
4ac3bcc2-7ea7-4d6e-99c4-ecb0584d7718	HCM 773	1311-02-22T00:00:00Z	0	Adam de Orletone	Adam de Orletone			char-offset:186	PERSON			Principal			clerks	
3e7fc419-ce86-4129-9a13-c8ff8e8469e0	HCM 773	1311-02-22T00:00:00Z	0	Henry de Orleton	Henry de Orletone			char-offset:668	PERSON			Witness	Witness		bailiffs of the town of Hereford	bailiff of the town of Hereford
41cd5e60-568f-46cf-b23c-60e20da7a382	HCM 773	1311-02-22T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:647	PLACE			Given at	Given at			
bca77b7a-3976-4d7d-a969-05d95f2c6879	HCM 773	1311-02-22T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:138	PLACE			Nominative	Nominative			
9b5a345a-ba27-4c40-b2f1-a937bb0d8d6f	HCM 773	1311-02-22T00:00:00Z	0	John Alkin	John Alkin			char-offset:775	PERSON			Witness	Witness			
0161468e-1a73-4a22-a8ec-6d40ab32f381	HCM 773	1311-02-22T00:00:00Z	0	Orleton	Orletone			char-offset:194	PLACE			Nominative	Nominative			
4afd1ad3-0eb4-45bc-a01c-9166af03505a	HCM 773	1311-02-22T00:00:00Z	0	Philip le Werrour	Philip le Werror			char-offset:701	PERSON			Witness	Witness		bailiffs of the town of Hereford	bailiff of the town of Hereford
f769aa05-85fb-49c4-8e87-55dcf04499ad	HCM 773	1311-02-22T00:00:00Z	0	Poston, Turnastone, Herefordshire	Poteston'	51.83396	-2.61134	char-offset:796	PLACE			Nominative	Nominative			
49f6f4b9-845b-49fa-9f28-aca0ebb2d44f	HCM 773	1311-02-22T00:00:00Z	0	Richard le Clerke (junior)	Richard called the clerk, chaplain, son and heir of the late Richard le Clerke of Hereford beyond the Wye			char-offset:56	PERSON			Principal			Chaplain	"aka Richar le Clerk junior?

""son and heir of the late Richard le Clerke of Hereford beyond the Wye"""
3933c840-c4a2-44e3-bbf1-69aba258a7e1	HCM 773	1311-02-22T00:00:00Z	0	Richard le Clerke	Richard le Clerke			char-offset:420	PERSON			Dead				that is, Richard le Clerke (senior), of Hereford beyond the Wye
cc8df5d9-285c-4051-902a-9ee90654d83b	HCM 773	1311-02-22T00:00:00Z	0	Roger de Poteston	Roger de Poteston			char-offset:787	PERSON			Witness	Witness			
f9812db7-f80b-4a4c-8ac0-4294e0ad865a	HCM 773	1311-02-22T00:00:00Z	0	Roger Penk	Roger Penck			char-offset:687	PERSON			Witness	Witness		bailiffs of the town of Hereford	bailiff of the town of Hereford
4426e6f2-2791-4e02-9284-d0d72ca61635	HCM 773	1311-02-22T00:00:00Z	0	Thomas de Orleton	Thomas			char-offset:175	PERSON			Principal			clerks	that is, Thomas de Orleton
c4c64037-4c5c-4d03-b302-a6094c5e7d90	HCM 773	1311-02-22T00:00:00Z	0	Torbervile	Torbervile			char-offset:592	PLACE			Nominative	Nominative		knight	
1724ea47-8827-4725-a268-7a1c59d29622	HCM 773	1311-02-22T00:00:00Z	0	Trilleck	Trilleck			char-offset:855	PLACE			Nominative	Nominative			
af45ee00-78e0-4fa7-837e-ca57538c3d48	HCM 773	1311-02-22T00:00:00Z	0	Walter le baggere	Walter le baggere			char-offset:825	PERSON			Witness	Witness			
10929dc1-2513-4ccd-9e18-492eccc3732e	HCM 773	1311-02-22T00:00:00Z	0	Welintone	Welintone			char-offset:764	PLACE			Nominative	Nominative			
a28bd87d-82e8-4fae-b5fd-245f2dec05c4	HCM 773	1311-02-22T00:00:00Z	0	William de Trilleck	William de Trilleck			char-offset:844	PERSON			Scribe	Witness			
a2181791-6aa0-44da-b2a4-b75bfb0693dc	HCM 773	1311-02-22T00:00:00Z	0	William de Welynton	William de Welintone			char-offset:753	PERSON			Witness	Witness			
ef7f88f8-fd15-48b0-aecc-cfc2df894289	HCM 773	1311-02-22T00:00:00Z	0	William le Bonde	William le Bonde			char-offset:807	PERSON			Witness	Witness			
2e5d3faa-9fb1-455a-92d9-84caa2b94cc4	HCM 773	1311-02-22T00:00:00Z	0	Wye	Wye;			char-offset:158	PLACE	Natural feature		Natural feature				
85c0db73-21d9-4509-aefd-8a476083ea96	HCM 90	1317-05-04T00:00:00Z	0	Gilbert Blod	Gilbert Blod			char-offset:420	PERSON			Witness	Witness			
4bddbafd-1384-4c4c-b6e9-4e565ce1b895	HCM 90	1317-05-04T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:399	PLACE			Given at	Given at			
f22ecc82-36fa-4e10-b04c-7eea650c97ee	HCM 90	1317-05-04T00:00:00Z	0	John Lightfot	John Lightfot			char-offset:98	PERSON			Dead				
e26975ed-1f30-4425-ba37-51a031287531	HCM 90	1317-05-04T00:00:00Z	0	Richard de Cruce	Richard de Cruce			char-offset:454	PERSON			Witness	Witness			
d2a78f74-6c2c-4021-9172-b58688b08006	HCM 90	1317-05-04T00:00:00Z	0	Roger de Bristoll	Roger de Bristoll			char-offset:518	PERSON			Witness	Witness			
e2f225e8-a6db-4d79-b128-51f7ba08a11f	HCM 90	1317-05-04T00:00:00Z	0	Sadelwruyhtestre	Sadelwruyhtestre			char-offset:236	PLACE	Street		Street				
f25915e9-422e-4d51-a3d4-5032a899fa91	HCM 90	1317-05-04T00:00:00Z	0	Thomas de la Barre	Thomas de la Barre			char-offset:434	PERSON			Witness	Witness			
a415c437-990c-4090-82a4-27948ee218f9	HCM 90	1317-05-04T00:00:00Z	0	Thomas Hamound	Thomas Hamound			char-offset:486	PERSON			Witness	Witness			
5a281eba-8e2a-4fd6-b016-71496cfd87d7	HCM 90	1317-05-04T00:00:00Z	0	Thomas Tope	Thomas Thope			char-offset:472	PERSON			Witness	Witness			
b99323a5-31c6-49a9-a252-cc160cf41091	HCM 90	1317-05-04T00:00:00Z	0	William Russel	William Russel			char-offset:502	PERSON			Witness	Witness			
a1234355-48b0-411d-9d7b-0edb87b97d46	HCM 946	1305-06-09T00:00:00Z	0	Clehonger, Herefordshire	Clehonger	52.03300	-2.80300	char-offset:125	PLACE			Nominative	Nominative			
a9331670-6ae2-4249-979e-f559a8e80cbe	HCM 946	1305-06-09T00:00:00Z	0	Gilbert de la lowe	Gilbert de la lowe			char-offset:610	PERSON			Scribe	Witness			
86ac531d-3df9-4b82-aa8a-af56f09debaf	HCM 946	1305-06-09T00:00:00Z	0	Harry de Penebrugge, knight	Harry de Penebrugge, knight			char-offset:515	PERSON			Witness	Witness		knight	
bec76763-871b-45d9-8a7f-66be9f368c4d	HCM 946	1305-06-09T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:486	PLACE			Given at	Given at			
8ba4d6c3-75b5-4010-a988-9b9c0b425b92	HCM 946	1305-06-09T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:200	PLACE			Nominative	Nominative			
4742c799-9a95-4157-94c2-101f907a3221	HCM 946	1305-06-09T00:00:00Z	0	la lowe	la lowe			char-offset:621	PLACE			Nominative	Nominative			
533d1c6d-bded-479f-9ed0-dea107bdb0c2	HCM 946	1305-06-09T00:00:00Z	0	la Oldehulle	la Oldehulle			char-offset:596	PLACE			Nominative	Nominative			
773b93ef-8e19-448b-908d-3eb6a148da28	HCM 946	1305-06-09T00:00:00Z	0	Matilda daughter of John le fiz John de Clehonger;	Matilda daughter of John le fiz John de Clehonger;			char-offset:85	PERSON			Principal				
3fb7c18a-afc9-4468-bfad-65a4925b13f6	HCM 946	1305-06-09T00:00:00Z	0	Penbrugge	Penebrugge			char-offset:524	PLACE			Nominative	Nominative			Pembridge?
50e1f0c3-19d3-4430-a2cd-6b1cbb37213d	HCM 946	1305-06-09T00:00:00Z	0	Richard de Clehonger	Richard de Clehonger			char-offset:544	PERSON			Witness	Witness			
2c819048-3d7f-4f75-8168-641063df4676	HCM 946	1305-06-09T00:00:00Z	0	Richard de la Oldehulle	Richard de la Oldehulle			char-offset:585	PERSON			Witness	Witness			
7a6a1e72-4ee9-4016-8773-c4224c850504	HCM 946	1305-06-09T00:00:00Z	0	the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger	the almshouse of the same place;			char-offset:227	PLACE			Nominative	Nominative			the almshouse of the cathedral church of Hereford, which lies in Clehonger
c25eeba2-d279-4375-a491-f147a610f6c6	HCM 946	1305-06-09T00:00:00Z	0	the almshouse which lies in the vill of Clehonger.	the almshouse which lies in the vill of Clehonger.			char-offset:426	PLACE	Building		Building				that is, the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger
1397fc30-d492-4703-81a0-2389bfdfd2d5	HCM 946	1305-06-09T00:00:00Z	0	the custos of the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger	the custos of the almshouse of the same place			char-offset:213	PERSON			Office|Principal	Principal	Office		that is:  custos of the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger
186e575f-85ea-46a4-bf0c-4127e3a099b9	HCM 946	1305-06-09T00:00:00Z	0	dean and chapter of Hereford	Dean and chapter of the cathedral church of St. Ethelbert of Hereford			char-offset:139	PERSON			Collective|Principal	Principal	Collective		
58bdd41b-9536-4d73-91b8-6c3446f7fd48	HCM 946	1305-06-09T00:00:00Z	0	William Lethenard	William Lethenard			char-offset:566	PERSON			Witness	Witness			
6cae22c0-edfc-40fe-8e93-01731e9aa7ab	RBLR 3004	1330-07-09T00:00:00Z	1		6 June 1330				char-offset:2949								Date pertains to first part of document; section below pertains to subsequent confirmation
b9593dc2-c118-493f-b511-96d8ca00c825	RBLR 2106	1321-12-07T00:00:00Z	1		A. Murymouthe				char-offset:777	PERSON							
a4229b45-87de-4dc9-b5cd-d68dcb2ea830	RBLR 1815	1318-06-11T00:00:00Z	1		Abbate Monasterii				char-offset:730	PERSON							
ab717bf8-0f0f-4999-bc16-fb9e39239de2	RBLR 1404	1315-01-03T00:00:00Z	1	A Boue ghygne	A Boue ghygne				char-offset:299	PLACE			Street				
ce120abb-b053-4c9f-89b3-cbb66174b358	RBLR 4406	1344-04-16T00:00:00Z	1	a canon's residence, rendered vacant by the death of Adam de Herwynton.	a canon's residence, rendered vacant by the death of Adam de Herwynton.				char-offset:76	PLACE			Going to				in Hereford Cathedral Close|RB instructed to induct John Rees into his new canonical house
c774c33c-aa87-41e0-8ae7-2bd05e00951f	RBLR 3603	1336-04-23T00:00:00Z	1		a chaplain in the said church				char-offset:161	PERSON			Office|Principal	Principal	Office		
91dfbe5e-9713-4c4a-9b94-f3c339f01859	RBLR 1604	1316-04-12T00:00:00Z	1	a croft formerly of Nicholas de la Calewe	a croft formerly of Nicholas de la Calewe				char-offset:302	PLACE			Building				
bdf32561-4702-43af-8dc2-5e6cf3c77e4a	RBLR 1904	1319-05-12T00:00:00Z	1		Acta				char-offset:1579	PERSON							
1e1a1afa-042b-41d7-815b-090922768a14	RBLR 1906	1319-05-14T00:00:00Z	1		Acta				char-offset:1522	PERSON							
98b93f52-4ffd-411e-86ea-46f2cce45950	RBLR 1605	1316-05-24T00:00:00Z	1		Acta				char-offset:2172	PERSON							
f801be58-a78e-4f0f-9cba-8a1b85433e48	RBLR 1905	1319-05-14T00:00:00Z	1		Acta				char-offset:1230	PERSON							
ffc12c81-069a-4bee-b2a6-39ef238b4007	RBLR 2804	1328-10-16T00:00:00Z	1		Ada Carbonel				char-offset:2341	PERSON							
d7198374-af96-4c5a-b077-322307b46392	RBLR 4504	1345-07-26T00:00:00Z	1		Adam, bishop of Winchester				char-offset:71	PERSON			Dead				Adam Orleton, Bishop of Winchester 1333-1345
d034eca1-5b98-4505-8bde-1bea6f0c08eb	RBLR 4503	1345-07-26T00:00:00Z	1		Adam, late bishop of Winchester				char-offset:207	PERSON			Dead				Adam Orleton
c6c74e89-cb18-4f37-891c-6fad038228b9	RBLR 4603	1346-08-11T00:00:00Z	1		Adam, late bishop of Winchester				char-offset:187	PERSON			Dead				Adam Orleton, Bishop of Winchester 1333-1345
c403ab7b-e9c9-4c75-a95e-1b51dc416c8e	RBLR 4503	1345-07-26T00:00:00Z	1		Adam, then bishop of Hereford				char-offset:719	PERSON			Dead				Adam Orleton, Bishop of Hereford 1317-1327
0eabeef6-2368-4857-8702-198a9686210e	RBLR 1201	1312-02-25T00:00:00Z	1		Adam called le clerk				char-offset:359	PERSON			Witness	Witness			
33a8a541-9e23-45a7-8149-2fa4db26c94f	RBLR 1603	1316-04-12T00:00:00Z	1		Adam called the clerk				char-offset:331	PERSON			Witness	Witness		the clerk	
e6cc7e1d-d05e-45de-8793-f1e361124dd6	RBLR 3004	1330-07-09T00:00:00Z	1		Adam Carbonel				char-offset:2590	PERSON							
16c94b77-3d1c-4de0-b9b3-4783da7d81bc	RBLR 3004	1330-07-09T00:00:00Z	1		Adam Cerbonel				char-offset:3147	PERSON							
be4fa141-ed03-40ca-8942-6464798e3f27	RBLR 2801	1328-03-13T00:00:00Z	1		Adam				char-offset:480	PERSON							
ef32ee4f-e779-48ab-b9bb-4b7e99549a6f	RBLR 2101	1321-02-09T00:00:00Z	1		Adam				char-offset:244	PERSON							
1ccf7638-be24-4801-9066-da7b01ef8198	RBLR 2803	1328-06-27T00:00:00Z	1		Adam				char-offset:742	PERSON							
049d1fd6-2df2-443e-ba87-956eef76445f	RBLR 2901	1329-07-23T00:00:00Z	1		Adam				char-offset:352	PERSON							
2f9692c9-0ec0-421b-b48d-74079d0d832f	RBLR 4801	1348-01-27T00:00:00Z	1		Adam				char-offset:174	PERSON							
979c0616-9393-4e56-b5b9-8fd2232faf6f	RBLR 2901	1329-07-23T00:00:00Z	1		Adam				char-offset:78	PERSON							
ffa5a8fb-c2ab-44c8-a02a-3ae9cd9a9d74	RBLR 2901	1329-07-23T00:00:00Z	1		Adam				char-offset:252	PERSON							
c5069a41-3dda-493c-bddf-19a31f9804fd	RBLR 2901	1329-07-23T00:00:00Z	1		Adam				char-offset:614	PERSON							
4911820f-b818-482e-8233-e4622d559d3f	RBLR 3304	1333-11-28T00:00:00Z	1		Adam				char-offset:59	PERSON							
4331ab9d-5cac-43d3-bac1-ae80f1ca737e	RBLR 2106	1321-12-07T00:00:00Z	1		Adam				char-offset:399	PERSON							
c72e7980-0570-44ee-8f4e-162fea3698f7	RBLR 2801	1328-03-13T00:00:00Z	1		Adam				char-offset:64	PERSON							
af5659bb-71b2-4701-8a86-e8ad583adffa	RBLR 3302	1333-09-05T00:00:00Z	1		Adam				char-offset:58	PERSON							
f9d502aa-6389-439e-8c03-5d6f49684c69	RBLR 3101	1331-01-24T00:00:00Z	1		Adam de Aylmeton				char-offset:321	PERSON							
