Doc Number,Alt Numbering,Normalized text,Person ID,QUOTE_TRANSCRIPTION,UUID,Supplemental naming,COMMENTS,Principal|Office,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 397,,Richard le Palmer,55ed75e0-34d2-4ae0-a7db-b175f68c8d27,Richsrd le Palmere,8b080fa6-89da-4279-9be3-4ba366e93f97; bbe657e6-2590-465b-8472-a2834cbdb4b2,,le Palmer?,Neighbor,Neighbor,,,,,,Witness,,M
HCM 593,,Richard le Park,5e6ee378-caa5-49c3-83d9-8025f79c7093,Richard his brother,5e6ee378-caa5-49c3-83d9-8025f79c7093,brother of Philip son of Robert le Park,"brother to Philip son of Robert le Park|presum. son to Lucy, mother of Phillip|presum son to Robert le Park|presum. also brother to Hugh",Principal,,,,,,Principal,,,M
HCM 1804,,Richard le Parker de Ledbury,26f0d4c7-c555-4d32-b244-3beac626acde,Richard le Parker,26f0d4c7-c555-4d32-b244-3beac626acde,,,Principal,,,,,,Principal,,,M
HCM 292,,Richard le Parker de Ledbury,26f0d4c7-c555-4d32-b244-3beac626acde,Richard le Parker de Ledebury,4ec1c892-71ef-4d29-ac41-782f18d69bfd,,"chaplain, as it William Lorkyns",Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 294,,Richard le Parker de Ledbury,26f0d4c7-c555-4d32-b244-3beac626acde,Richard le Parker de Ledebury,3bc4ba6e-aa4e-4f2b-9075-ff9ffaaad424,,"chaplain, as it William Lorkyns",Principal|Clerical,,,,,,,,,
HCM 1667,,Richard le Peyter,d400a5c3-5e81-4018-b88d-f43bd9ac511c,"Richard Le Peyter,",d400a5c3-5e81-4018-b88d-f43bd9ac511c,,,Neighbor,Neighbor,,,,,,,,M
HCM 589,,Richard le Schep,440ab6a6-11e3-4230-900b-0c967fe94501,Richard le Schep,440ab6a6-11e3-4230-900b-0c967fe94501,,,Witness,,,,,,,Witness,,M
HCM 111,,Richard le Smyth,c9ba7759-20f2-4b51-87a2-48c98e43012f,Hichard the smith (faber),c9ba7759-20f2-4b51-87a2-48c98e43012f,,,Witness,,,,,,,Witness,,M
HCM 56,,Richard le Smyth,c9ba7759-20f2-4b51-87a2-48c98e43012f,Richard le Smyth’,69fcb307-a554-4c39-ae25-42189be28469,,widemarsh,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 58,,Richard le Smyth,c9ba7759-20f2-4b51-87a2-48c98e43012f,Richard the smith (faber),4c17ae41-a6be-4d61-8fca-9951dd4c2705; a9ee7d0b-ceb2-4a1d-8520-10bd5ef0188e,,Egber|elsewhere Saber,Neighbor,Neighbor,,,,,,Witness,,M
HCM 627,,Richard le Smyth de Mordeforde,9a24873e-3ff4-4a57-a428-2aeb762efc07,Richard le sayth de Mordeforde,9a24873e-3ff4-4a57-a428-2aeb762efc07,,Richard le smyth,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 48,,Richard le Spicer,7bb3a8fb-d6ac-45b7-8a27-0ccec16782dc,Richard le Spicer,7bb3a8fb-d6ac-45b7-8a27-0ccec16782dc,,,Witness,,,,,,,Witness,,M
HCM 1414,,Richard le Tailour de Lugwardine,f569eb0a-64c5-4069-b8f6-98e25c04d117,Richard the tailor,d1a1944b-5e04-41fb-a383-287bb25ca4d6,,Cantilupe will; later docs = dead by 1314,Principal,,,,,,Principal,,,M
HCM 1485,,Richard le Tailour de Lugwardine,f569eb0a-64c5-4069-b8f6-98e25c04d117,"Richard le tailour de Lugwardin,",404b2dad-8836-4421-b956-edf2e5d87c93,,dead by 1314,Lease-Holder|Neighbor,Neighbor,,,,,,,,M
HCM 402,,Richard le Tailour de Lugwardine,f569eb0a-64c5-4069-b8f6-98e25c04d117,"Richard de lugwardin, tailor,",f569eb0a-64c5-4069-b8f6-98e25c04d117,tailor,former,Lease-holder,Lease-holder,,,,,,,,M
HCM 378,,Richard le Vikerys,1cdb5f9d-3766-47a4-90ad-01a3e24ad1c3,Richard Le Vikerys,1cdb5f9d-3766-47a4-90ad-01a3e24ad1c3,,clerical? (le vicarius?),Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 242,,Richard le White de Aylineston,abef97f9-fabb-4c11-94dd-242d34f202cf,Richard le Whyte son of William le whyte de Aylyneston',74ce4447-be26-4982-b538-e63908d36e17,,son of William le White,Principal,,,,Parent,,Principal,,,M
HCM 60,,Richard le White de Aylineston,abef97f9-fabb-4c11-94dd-242d34f202cf,Richard le White de Aylineston,abef97f9-fabb-4c11-94dd-242d34f202cf,,,Principal,,,,,,Principal,,,M
HCM 623,,Richard le Wodeward,93bb3ed1-411d-488d-9338-0c01fce1f29f,Richard le Wodeward',93bb3ed1-411d-488d-9338-0c01fce1f29f,,re parish of Lydeneye,Adjudicator,Adjudicant,,,,,,,,M
HCM 623,,Richard Malemort,d1530bc2-ce7c-4d98-825d-51d4257ec53c,Richard Malemort,d1530bc2-ce7c-4d98-825d-51d4257ec53c,,,Adjudicator,Adjudicant,,,,,,,,M
HCM 1684,,Richard Marshal of Wrminthone,baf72c28-829f-4192-8011-621ed9cd3947,Richard Marshal of Wrminthone,baf72c28-829f-4192-8011-621ed9cd3947,,1288; cf Richard le Mareschal?,Witness,,,,,,,Witness,,M
RBLR 3405,,Richard Mayel,7359e60d-560c-40df-a516-fbfc57bb4674,"Richard May[el], rector of Preston-on-Stour, official of the archdeacon of Worcester,",7359e60d-560c-40df-a516-fbfc57bb4674,"rector of Preston-on-Stour, official of the archdeacon of Worcester,",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 200,,Richard Merewech de Norton,71d77c6a-2991-4421-9a4b-8a2d321b3af7,Richard Merewech de Norton’,71d77c6a-2991-4421-9a4b-8a2d321b3af7,,,Principal,,,,,,Principal,,,M
HCM 1193,,Richard Mile of Brockhampton,d3d6c842-d063-44ee-9bee-5d65fcc15a10,"Richard Mile of Brochamptone,",d3d6c842-d063-44ee-9bee-5d65fcc15a10,,,Witness,,,,,,,Witness,,M
HCM 1702,,Richard Mile of Brockhampton,d3d6c842-d063-44ee-9bee-5d65fcc15a10,Richard Mile,83b5c130-c329-42f5-bb95-0738b734247a,,"Gloucester doc; bishampton, marewent, maismore, hardpury nominatives",Witness,,,,,,,Witness,,M
HCM 119,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Ithenhaye,78593820-922c-4ecb-b524-47a2b1040682,,looks like a future bailiff,Witness,,,,,,,Witness,,M
HCM 119,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Moniword', then bailiff of the fee,",a839b745-c71e-4334-8f51-48a6d6ce3448,then bailiff of the fee,Manyword family = prominent wool merchants & repeat bailiffs of Hereford,Witness|Agent,Agent,,,,,,Witness,,M
HCM 1300,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard rea gg,384baeef-25e2-4d4e-a550-43ee252b2eda,,,Witness,,,,,,,Witness,,M
HCM 1489,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Ithenhaye,a8e0a815-07fc-42bc-b146-8207b4344621,,,Witness,,,,,,,Witness,,M
HCM 1489,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Monyword',",e3c6e67e-8818-4140-84dc-6df77314ee5a,,,Witness,,,,,,,Witness,,M
HCM 154,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Monyword de la Hay,9e86b0cc-3325-43f9-a3a9-b09a779d37f6,father to Roger,same as or distinct from Richard de la Haye?,Dead,,,,,,,,Dead,M
HCM 2074,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard lioniword',",dde23f12-2005-4d26-8552-b41ca8cadf55,,,Witness,,,,,,,Witness,,M
HCM 2096-em,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard de La haye, baillif of the dean and chapter in the city of Hereford",577ab967-7835-4d54-b68c-efa4e5ee5feb,baillif of the dean and chapter in the city of Hereford,same as or distinct from Richard Monyword de la Hay?,Witness|Agent,Agent,,,,,,Witness,,M
HCM 2100-em,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Monyword de la Hay,2ace2198-7e78-42cb-a4ca-e3ffd4897ca3,,bailiff of the city,Witness|Agent,Agent,,,,,,Witness,,M
HCM 398,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Woniword,e13a3e96-8e5d-4e19-b4e5-a20fb392f306,,,Witness,,,,,,,Witness,,M
HCM 399,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Moniword,04af1229-c6e4-46ad-bcf3-59a66d097e28,,,Witness,,,,,,,Witness,,M
HCM 45,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard de la Hay, bailiff of the dean and chapter of Hereford",b7e8ec3d-6d95-4465-9630-315577515d66,bailiff of the dean and chapter of Hereford,same as or distinct from Richard Monyword de la Hay?,Witness|Agent,Agent,,,,,,Witness,,M
HCM 610,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Honiword',",38a3908c-1c87-4aed-b124-f88577562f0b,,,Witness,,,,,,,Witness,,M
HCM 63,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard de la Hay, bailiff of the dean and chapter of Hereford",9db01f04-25b5-4df4-b69a-70d2ba71882a,bailiff of the dean and chapter of Hereford,same as or distinct from Richard Monyword de la Hay?,Witness|Agent,Agent,,,,,,Witness,,M
HCM 700,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Monyword,06c72ebd-ef9c-4d00-ad76-c7c6b5fbfef7,,"father to Richard son of Richard Monyword, citizen of H",Patronymic,,,TRUE,,,,,,M
RBLR 0901,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",48814e41-c058-4a98-9193-46e93d7c3b26,clerk,also sent by,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 0902,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",70063457-3ca5-4b58-81bf-ba6a7cbe197f,clerk,,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
RBLR 0903,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",e42bb771-f1b2-45cd-8b31-e3684ecf7825,clerk,,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 0904,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",f17ba43d-f5ab-4d01-abae-4d2ef71900b5,clerk,,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 0905,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",efd109f4-6f92-4a25-ae6b-51ed88f6c41c,clerk,,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 0906,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",6b999d1f-206d-4ad4-a61b-977b2957d0bc,clerk,,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
RBLR 1102,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",516158ed-ca5a-4fce-b184-2d55dc79a86b; 010377ca-29ef-444f-b65c-d748958a05d4,clerk,,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
RBLR 1104,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",c023af63-7904-4fb2-8843-f1e715298c3b,clerk,also| sent to Sherrif of Glos by,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 1105,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",18ff5f7b-337d-41b5-b8bc-15811d0b0dd2,clerk,also| sent to Sherrif of Glos by,Witness|Clerical|Scribe,,TRUE,,,Scribe,,Witness,,M
RBLR 1606,,Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,"Richard Manyword, Clerk",fa76f958-b12a-4175-82ce-d4ec41475dc9,clerk,Writ sent by,Witness|Scribe|Clerical,,TRUE,,,Scribe,,Witness,,M
RBLR 2004,"RBLR 2004, HCM 29",Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Moniwordy,736ef5b9-beec-4d2c-84fb-e932fdaabafe,,,Witness,,,,,,,Witness,,M
RBLR 3003,"RBLR 3003, HCM 2089",Richard Monyword de la Haye I,577ab967-7835-4d54-b68c-efa4e5ee5feb,Richard Monyword,ed61b170-90d3-4c64-a361-453a9350cfa5,citizen of Hereford,,Witness,,,,,,,,,
HCM 700,,Richard Monyword II,87c51790-b058-42c3-bfa4-ca6f93a8c979,"Richard son of Richard Monyword, citizen of Hereford",87c51790-b058-42c3-bfa4-ca6f93a8c979,citizen of Hereford,son of Richard Manyword,Principal,,,,Parent,,Principal,,,M
HCM 1708,,Richard Mordepury chaplain of Gloucester,1efaef86-6aa0-4e43-87ec-3a843a9aef03,"Richard ssh ronan? chaplain. of Gloucester, and executor of the will of the late Williom Bokynghem of the same",1efaef86-6aa0-4e43-87ec-3a843a9aef03,chaplain of Gloucester|executor of William Bokynghem of Gloucester,"Richard .....rdepury [Mordepury?], chaplain of Gloucester",Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 1702,,Richard of Byseleye,67507e19-c283-40ff-a2ba-227578654162,Richard of Byseleye,67507e19-c283-40ff-a2ba-227578654162,,"vicinity of Hardpurie Marewent; cf Walter Byseleye, carpenter, bailiff in HCM 179, p. 1074, 1385",Lease-holder,Lease-holder,,,,,,,,M
HCM 2200,,Richard Olifer,1225596f-4b74-4e5c-b788-d9fc0a751557,"Richard Olifer,",1225596f-4b74-4e5c-b788-d9fc0a751557,,,Witness,,,,,,,Witness,,M
HCM 338,,Richard Page,412ce06e-df6a-4c6b-9567-761a1a88f24a,Richard Page,412ce06e-df6a-4c6b-9567-761a1a88f24a,,,Witness,,,,,,,Witness,,M
HCM 1790,,Richard Paners,e1c4a624-f8d7-429a-b07a-f67869e1b61d,Richard Paners,e1c4a624-f8d7-429a-b07a-f67869e1b61d,,,Witness,,,,,,,Witness,,M
HCM 594,,Richard Paty,8bc25efb-84de-4042-ad2d-7e44f638d1b9,Richard Paty,8bc25efb-84de-4042-ad2d-7e44f638d1b9,,,Neighbor,Neighbor,,,,,,,,M
HCM 170,,Richard Pere,4d2cb65c-5d29-4d42-b527-2fd32b07cd23,chard Pere,4d2cb65c-5d29-4d42-b527-2fd32b07cd23,,seems to be VCH,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 1179,,Richard Piers,ed69cf82-e3ee-4838-bafe-ff3389365c0b,"Richard Piers,",ed69cf82-e3ee-4838-bafe-ff3389365c0b,,,Witness,,,,,,,Witness,,M
HCM 3015,,Richard Pigoun,5e9b86c9-8cf2-4c72-a518-b9063e405db7,"Richard Pigoun, erk",5e9b86c9-8cf2-4c72-a518-b9063e405db7,clerk,"(magister), clerk; deposition, dispute John Ross & D&C",Principal|Clerical|Witness,,TRUE,,,,Principal,Witness,,M
HCM 1863,,Richard Pode,298602ed-0088-4c88-a945-60d109739cc6,"Sichara Pode,",298602ed-0088-4c88-a945-60d109739cc6,,,Adjudicant,Adjudicant,,,,,,,,M
HCM 1899,,Richard Prentout,91d3be9b-30a1-4f04-b9fc-a0fd71942145,Richard Prentout.,520dd454-d3fc-4376-83f8-93858a760280,,"will serve as bailiff for Hosp of St Kath, at Kempeleye or Ledbury",Principal|Agent,Agent,,,,,Principal,,,M
HCM 1899-em,,Richard Prentout,91d3be9b-30a1-4f04-b9fc-a0fd71942145,Richard Prentout,91d3be9b-30a1-4f04-b9fc-a0fd71942145,,bailiff at Kempeleye & Ledbury,Principal|Agent,Agent,,,,,Principal,,,M
HCM 1720,,Richard Pruddomme,32727c30-8b42-46a1-91e6-bab4f0d56d16,"Richard Pruddomme,",32727c30-8b42-46a1-91e6-bab4f0d56d16,,,Witness|Scribe,,,,,Scribe,,Witness,,M
RBLR 4202,"RBLR 4202, HCM 3163",Richard Racy,a50f6872-5063-40b5-a1d9-f996bd58328f,Richard,a50f6872-5063-40b5-a1d9-f996bd58328f,son of Roger Racy of Bosbury,"son to Alianora, wife of Roger Racy of Bosbury|brother to Roger, Juliana, Alicwe|Kinsman of R Swinfield",Principal,,,,,,Principal,,,M
HCM 433,,Richard Rowan,ec709d8e-0def-4a7c-af53-b922ffe5a787,"Richard Rowan, chaplain",ec709d8e-0def-4a7c-af53-b922ffe5a787,chaplain,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 1395,,Richard Ruddok,ffb5ca61-9abe-4ee1-900c-58ae8f0abe1e,Richard Ruddue,ffb5ca61-9abe-4ee1-900c-58ae8f0abe1e,,,Witness,,,,,,,Witness,,M
HCM 2050,,Richard Ruddok,ffb5ca61-9abe-4ee1-900c-58ae8f0abe1e,"Richard Ruddok:,",cc99dc91-3f0f-4b0d-9056-90df4f2f3b06,,incorrect OCR for doc #2650 = correct is #2050,Witness,,,,,,,Witness,,M
RBLR 4901,,Richard Saltbi,54c8cb48-e81a-46b4-a5fe-6428b6e1773a,Richard Saltbi,54c8cb48-e81a-46b4-a5fe-6428b6e1773a,,husband to Elizabeth Grymbald--is that right or is she unnamed?,Principal,,,,,,Principal,,,M
RBLR 4901,,Richard Saltbi's wife,31075064-f01e-45b5-ba3d-c9cab9d46889,his wife,31075064-f01e-45b5-ba3d-c9cab9d46889,,Of Richard Saltbi,Woman,,,,,,,,,W
HCM 1767,,Richard Scurlagge,2f12923c-9c35-442b-a26b-d8507ca19447,"Richard Scurlagge,",2f12923c-9c35-442b-a26b-d8507ca19447,,,Principal,,,,,,Principal,,,M
HCM 1809,,Richard son of John,24bec60d-673f-4ffc-8424-22e726ae032e,"Richard (Gdetg) son of John, laymen",24bec60d-673f-4ffc-8424-22e726ae032e,layman; son of John,layman of diocese of St Asaph|Richard (Ric'm) son of John,Principal,,,,Parent,,Principal,,,M
HCM 945,,Richard son of Reginald,3cb0199d-f507-41de-b7e5-aad3de87e390,"Richshd son of Reginald,",3cb0199d-f507-41de-b7e5-aad3de87e390,,vicinity Clehungre,Witness,,,,Parent,,,Witness,,M
HCM 2285,,Richard son of Ythel,46bf16d6-6abf-4447-ab5c-2b83a6486d61,Richerd son of Ythel,46bf16d6-6abf-4447-ab5c-2b83a6486d61,,,Witness,,,,Parent,,,Witness,,M
HCM 408,,Richard Stevenes,51428745-2b43-4a7a-b73c-ec8ac5a2f40f,Richard Stephenes,51428745-2b43-4a7a-b73c-ec8ac5a2f40f,,"baillif of city of H, with Walter de Aylinson & John blog",Witness|Agent,Agent,,,,,,Witness,,M
HCM 1175,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,the abbot of Dore,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbot of Dore,,Agent|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,,,,M
HCM 2270,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbots of Dore,165d1011-5666-4634-ad1a-21a9258204e7,abbot of Dore,"Richard Straddle, c.1305-1346",Principal|Clerical|Office,,TRUE,,Office,,Principal,,,M
HCM 2838,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,Dore,50712d5a-107b-48da-96cf-ec9d04334f4c,abbot of Dore,,Office|Clerical|Principal,,TRUE,,Office,,Principal,,,M
HCM 2993,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,Abbots of Dora,a95a79bc-b7a5-4a1b-a5c3-47e13afa9343,abbot of Dore,Richard Straddell,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 2997,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,"abbot of the said monestery,",11d0c1b7-3d1f-4658-b445-2e6b00d33413,abbot of Dore,"ie of monastery of Dore|Richard Straddell, c.1305-1346",Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,,,,M
HCM 3002,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abhot of Dore,ea7bb831-8b70-4b13-9c87-4cc45da75929,abbot of Dore,,Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,,,,M
HCM 3003,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbots of bora,8acbd6d5-60e2-4e83-983c-f5f5da59d7a4,abbot of Dore,,Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,,,,M
HCM 3003-em,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,sbbots of Dora,20f1cba8-1f24-40ed-a0c9-93bbb84ad8cc,abbot of Dore,Abbot of Dore,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3005a,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbots of Dora,4692c930-e0f2-4bd9-901e-47aba4135993,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3005b,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbots of Dora,0b922a35-235d-4b75-9f1d-425c67c3546d,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3005c,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,Abbots of Dora,76d179ca-7859-49c0-a272-4d8d5a5264cb,abbot of Dore,Richard Straddell,Principal|Clerical|Office|Adjudicator,,,,,,,,,
HCM 3005e,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbot of Dora,e4933884-200f-4bb6-aa70-a60355cd9e89,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3006,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,"Richard, abbot of the said monastery",7e17b4de-a4aa-4b56-bdbb-f200ee3569d9,abbot of Dore,,Clerical|Adjudicator,Adjudicant,TRUE,,,,,,,M
HCM 3010,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,Abbot of Dora,ebae3be2-635a-407b-b438-83d5b76a63f7,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3012,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbot of Dora,5f939b1e-368b-4b77-9666-e8c8af8afb6d,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 3154,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,abbot of Dora,a8f11cb8-0ac5-4226-9efa-753281890b54,abbot of Dore,,Principal|Clerical|Office|Adjudicator,Adjudicant,TRUE,,Office,,Principal,,,M
HCM 99,,Richard Straddell,9c5c8de7-fdc9-475b-9bc2-3cee60204f10,Richard de Straddel,e6bb7c8d-580f-406b-95b4-3f61f0785a4a,unclear whether abbot of Dore,,Neighbor,Neighbor,,,,,,,,M
HCM 2305,,Richard Syward,18e9dc4b-5665-4757-aec4-847c02f2ee9f,"Richerd Syward,",05cde938-c311-463b-b895-b2cc19401b1a,,,Witness,,,,,,,Witness,,M
HCM 2624,,Richard Syward,18e9dc4b-5665-4757-aec4-847c02f2ee9f,Richard sweord,18e9dc4b-5665-4757-aec4-847c02f2ee9f,,Syward?,Principal,,,,,,Principal,,,M
RBLR 4010,,Richard Talbot of Goodrich Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,"Richard Talbot of Goodrich Castle,",fc3d0078-28cd-4c4f-aefa-09673fd84750,knight,,Principal,,,,,,,,,
RBLR 4010-em,,Richard Talbot of Goodrich Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,"Richard Talbot of Goodrich Castle,",d03f137c-1b8a-498e-97c4-8ebaf3abaee1,knight,,Principal,,,,,,,,,
RBLR 4605,,Richard Talbot of Goodrich Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,Richard Talbot,512898fb-46e0-4438-9018-562b4da78f49,,Lord of Goodrich Castle|patron of Flaneford Priory,Principal,,,,,,Principal,,,M
RBLR 4606,,Richard Talbot of Goodrich Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,Ricardus Talebot,70782e39-7ff6-4375-a3c9-9ece6fb505dc,,"lord of Goodrich Castle, patron of Flanesford",Principal,,,,,,Principal,,,M
HCM 1373,,Richard Talbot of Richard's Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,Richard son of Gilbert Talboth,fdea3bc0-1856-4bde-966d-e894dc5d48a8,son of Gilbert Talbot I of Credenhill,sent by Orleton|later of Richard's Castle & Harley 2253 fame,Agent,Agent,,,Parent,,,,,M
HCM 2100-em,,Richard Talbot of Richard's Castle,fdea3bc0-1856-4bde-966d-e894dc5d48a8,en er nee,3904d768-a3dd-4229-99bd-0f0b49adcfee,,"Richard Talebot; vicinity of Breynton, so Credenhill Talbots",Witness,,,,,,,Witness,,M
HCM 111,,Richard the Cook (cocus),d0ab41f4-513d-4581-b182-9eb3e5b69fed,Richard the eook (cocus),d0ab41f4-513d-4581-b182-9eb3e5b69fed,,,Witness,,,,,,,Witness,,M
HCM 688,,Richard the Medicus of Deweshall,97705a3f-afb0-4651-b441-b402c97cc259,Richard the medicug,97705a3f-afb0-4651-b441-b402c97cc259,father of William (of Deweshall),Richard the medicus|father to William|one or both of Dewyswall,Patronymic,,,TRUE,,,,,,M
HCM 378,,Richard the Smith of Neuton',13f7d572-3e5e-4e44-80ce-27449d61aa38,Richard the smith of Neuton',13f7d572-3e5e-4e44-80ce-27449d61aa38,,,Principal,,,,,,Principal,,,M
HCM 2745,,Richard the Young,a163d9ff-addc-42e3-a85a-412e5e51f9c2,Richard the young,a163d9ff-addc-42e3-a85a-412e5e51f9c2,dominus,doc features William the Young,Clerical,,TRUE,,,,,,,M
HCM 669,,Richard the Young,a163d9ff-addc-42e3-a85a-412e5e51f9c2,Richard the young,b8b7bcd8-13f3-4a31-a749-a188f4af155e,,doc mentions Wm son of Wm the Young,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1247,,Richard Thurgrym,1ce8efd0-c4f3-4377-ba68-ce10b4981461,Richard Thorgrim,1ce8efd0-c4f3-4377-ba68-ce10b4981461,,,Witness,,,,,,,Witness,,M
HCM 1752,,Richard Thurgrym,1ce8efd0-c4f3-4377-ba68-ce10b4981461,"Richard Thurgrim,",cbee9a5f-d3ed-4c7e-9de5-18c07587f59a,,,Witness,,,,,,,Witness,,M
HCM 1974,,Richard Thurgrym,1ce8efd0-c4f3-4377-ba68-ce10b4981461,Richard Thurgrym,e214501e-1711-4989-99c0-2243cebb83ae,,,Witness,,,,,,,Witness,,M
HCM 2874,,Richard Thurgrym,1ce8efd0-c4f3-4377-ba68-ce10b4981461,"Richard Thurgrim, citizens",c4c55bed-5bff-4e6c-8301-6475d3ec116c,citizens,,Witness,,,,,,,Witness,,M
